Time,FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,P7,P8,Fz,Cz,Pz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6
7308.0000,13.3771,7.3651,0.6753,9.3266,7.3033,10.3969,8.5606,7.9192,1.1249,-14.4903,11.6323,12.6959,-2.5626,-18.4223,1.6373,19.2586,2.5154,7.2567,11.1459,8.7076,41.9873,8.2768,5.4762,10.1898,2.6948
7309.0000,10.8162,4.7618,-2.1735,6.7622,4.5879,7.7688,6.8091,6.4269,-0.5923,-14.2615,8.5746,10.1275,-5.1324,-17.0943,-1.1638,17.3045,-0.0038,4.5587,8.4561,6.2553,38.6764,5.2045,2.7969,8.6886,0.9389
7310.0000,8.2412,2.4374,-4.8347,4.2994,1.8225,5.2507,4.9430,5.0696,-2.4954,-13.9218,5.4429,7.5973,-7.4745,-15.3922,-3.8837,15.3614,-2.6100,1.9270,5.7797,3.7759,35.4255,2.1087,0.5731,6.7997,-0.6059
7311.0000,5.8046,0.4686,-7.2433,2.0287,-0.8880,2.9864,3.0316,3.9947,-4.4639,-13.2986,2.3363,5.2334,-9.5905,-13.2293,-6.4523,13.5339,-5.1780,-0.5428,3.2385,1.3663,32.3720,-0.9163,-1.0930,4.6185,-1.8102
7312.0000,3.5785,-1.1513,-9.4081,-0.0335,-3.4998,1.0280,1.1080,3.2596,-6.3972,-12.2996,-0.7023,3.0804,-11.5119,-10.5460,-8.8646,11.8621,-7.6333,-2.8193,0.8803,-0.9317,29.5833,-3.8412,-2.2463,2.2222,-2.6581
7313.0000,1.5471,-2.5073,-11.3981,-1.9387,-6.0281,-0.6685,-0.8330,2.8148,-8.2329,-10.9614,-3.6778,1.0998,-13.2652,-7.3740,-11.1684,10.3218,-9.9625,-4.9301,-1.3198,-3.1321,27.0476,-6.6914,-3.0662,-0.3448,-3.2441
7314.0000,-0.3725,-3.7382,-13.3132,-3.7826,-8.5249,-2.2196,-2.8219,2.5195,-9.9549,-9.4546,-6.6213,-0.8065,-14.8459,-3.8718,-13.4372,8.8425,-12.2043,-6.9404,-3.4391,-5.2890,24.6876,-9.5203,-3.8171,-3.0687,-3.7389
7315.0000,-2.2908,-4.9958,-15.2459,-5.6678,-11.0448,-3.7704,-4.8912,2.1860,-11.5875,-8.0449,-9.5598,-2.7537,-16.2053,-0.3165,-15.7353,7.3403,-14.4240,-8.9208,-5.5714,-7.4673,22.3947,-12.3737,-4.7756,-5.9484,-4.3331
7316.0000,-4.2964,-6.3991,-17.2445,-7.6643,-13.6088,-5.4412,-7.0490,1.6387,-13.1771,-7.0211,-12.4853,-4.8266,-17.2532,2.9460,-18.0821,5.7542,-16.6782,-10.9132,-7.7870,-9.7088,20.0720,-15.2553,-6.1527,-8.9699,-5.1796
7317.0000,-6.4137,-7.9948,-19.2875,-9.7779,-16.1769,-7.2828,-9.2573,0.7680,-14.7654,-6.6134,-15.3333,-7.0399,-17.8728,5.5808,-20.4300,4.0777,-18.9822,-12.9049,-10.0996,-12.0046,17.6746,-18.1054,-8.0327,-12.0809,-6.3519
7318.0000,-8.5796,-9.7351,-21.2762,-11.9363,-18.6401,-9.2519,-11.4256,-0.4364,-16.3628,-6.9283,-17.9768,-9.3200,-17.9418,7.3470,-22.6601,2.3725,-21.2896,-14.8182,-12.4499,-14.2807,15.2331,-20.7981,-10.3453,-15.1785,-7.8301
7319.0000,-10.6480,-11.4804,-23.0494,-13.9976,-20.8355,-11.2151,-13.4201,-1.8835,-17.9310,-7.9177,-20.2401,-11.5127,-17.3541,8.1581,-24.5996,0.7629,-23.4933,-16.5206,-14.7119,-16.4051,12.8524,-23.1607,-12.8796,-18.1137,-9.5180
7320.0000,-12.4198,-13.0279,-24.4158,-15.7789,-22.5791,-12.9802,-15.0895,-3.4092,-19.3793,-9.3938,-21.9296,-13.4169,-16.0375,8.1030,-26.0572,-0.5908,-25.4464,-17.8515,-16.7196,-18.2130,10.6877,-25.0084,-15.3336,-20.7148,-11.2803
7321.0000,-13.6908,-14.1570,-25.1964,-17.0970,-23.7097,-14.3450,-16.2983,-4.8240,-20.5796,-11.0794,-22.8743,-14.8313,-13.9678,7.4184,-26.8665,-1.5300,-26.9980,-18.6603,-18.3057,-19.5444,8.9036,-26.1852,-17.3861,-22.8202,-12.9870
7322.0000,-14.3028,-14.6816,-25.2667,-17.8107,-24.1282,-15.1481,-16.9578,-5.9652,-21.3933,-12.6805,-22.9650,-15.6031,-11.1777,6.4230,-26.9252,-1.9372,-28.0321,-18.8423,-19.3417,-20.2826,7.6301,-26.5983,-18.7693,-24.3129,-14.5468
7323.0000,-14.1831,-14.4947,-24.5852,-17.8514,-23.8225,-15.3079,-17.0460,-6.7353,-21.7057,-13.9556,-22.1819,-15.6623,-7.7641,5.4325,-26.2202,-1.7644,-28.4977,-18.3655,-19.7669,-20.3830,6.9294,-26.2371,-19.3239,-25.1421,-15.9189
7324.0000,-13.3623,-13.5922,-23.2040,-17.2361,-22.8692,-14.8379,-16.6085,-7.1176,-21.4549,-14.7628,-20.6021,-15.0333,-3.8909,4.6806,-24.8302,-1.0435,-28.4206,-17.2778,-19.5993,-19.8819,6.7831,-25.1707,-19.0228,-25.3272,-17.0998
7325.0000,-11.9651,-12.0730,-21.2562,-16.0584,-21.4133,-13.8356,-15.7420,-7.1640,-20.6488,-15.0738,-18.3863,-13.8226,0.2129,4.2679,-22.9070,0.1248,-27.8934,-15.6955,-18.9245,-18.8860,7.1033,-23.5271,-17.9611,-24.9410,-18.0941
7326.0000,-10.1796,-10.1140,-18.9267,-14.4628,-19.6315,-12.4508,-14.5642,-6.9636,-19.3624,-14.9524,-15.7473,-12.1872,4.2653,4.1512,-20.6397,1.5982,-27.0482,-13.7761,-17.8704,-17.5423,7.7625,-21.4605,-16.3192,-24.0798,-18.8822
7327.0000,-8.2138,-7.9293,-16.4138,-12.6113,-17.6920,-10.8430,-13.1820,-6.6042,-17.7176,-14.5116,-12.9101,-10.2956,7.9553,4.1738,-18.2151,3.2275,-26.0190,-11.6834,-16.5733,-16.0020,8.6325,-19.1188,-14.3135,-22.8298,-19.4009
7328.0000,-6.2532,-5.7261,-13.8925,-10.6506,-15.7209,-9.1443,-11.6664,-6.1401,-15.8504,-13.8631,-10.0739,-8.2935,10.9802,4.1251,-15.7826,4.8880,-24.9090,-9.5568,-15.1486,-14.3862,9.6171,-16.6192,-12.1498,-21.2434,-19.5459
7329.0000,-4.4310,-3.6673,-11.4881,-8.6916,-13.7876,-7.4359,-10.0435,-5.5781,-13.8763,-13.0789,-7.3856,-6.2846,13.0904,3.8092,-13.4357,6.4989,-23.7700,-7.4913,-13.6742,-12.7655,10.6717,-14.0408,-9.9921,-19.3324,-19.1989
7330.0000,-2.8156,-1.8515,-9.2671,-6.8022,-11.9083,-5.7454,-8.3026,-4.8839,-11.8637,-12.1743,-4.9305,-4.3275,14.1348,3.1044,-11.2119,8.0258,-22.6004,-5.5331,-12.1884,-11.1576,11.8008,-11.4321,-7.9503,-17.0830,-18.2684
7331.0000,-1.4172,-0.3101,-7.2436,-5.0146,-10.0668,-4.0614,-6.4196,-4.0046,-9.8246,-11.1158,-2.7394,-2.4482,14.0942,1.9963,-9.1082,9.4678,-21.3619,-3.6897,-10.7028,-9.5422,13.0387,-8.8287,-6.0853,-14.4851,-16.7298
7332.0000,-0.2067,0.9780,-5.3969,-3.3396,-8.2427,-2.3581,-4.3850,-2.8976,-7.7253,-9.8465,-0.8066,-0.6587,13.0923,0.5791,-7.1069,10.8374,-20.0062,-1.9492,-9.2210,-7.8871,14.4211,-6.2730,-4.4209,-11.5666,-14.6474
7333.0000,0.8613,2.0649,-3.6944,-1.7819,-6.4355,-0.6196,-2.2272,-1.5534,-5.5122,-8.3180,0.8877,1.0276,11.3774,-0.9711,-5.1984,12.1390,-18.5027,-0.2998,-7.7563,-6.1739,15.9580,-3.8266,-2.9559,-8.4185,-12.1677
7334.0000,1.8309,3.0117,-2.1098,-0.3490,-4.6777,1.1472,-0.0228,-0.0039,-3.1469,-6.5154,2.3604,2.5898,9.2780,-2.4409,-3.3966,13.3567,-16.8574,1.2561,-6.3399,-4.4171,17.6193,-1.5697,-1.6667,-5.2011,-9.4841
7335.0000,2.7354,3.8736,-0.6331,0.9481,-3.0304,2.9118,2.1108,1.6859,-0.6364,-4.4677,3.6179,4.0049,7.1382,-3.6277,-1.7388,14.4533,-15.1176,2.6982,-5.0187,-2.6680,19.3362,0.4120,-0.5035,-2.1262,-6.7823
7336.0000,3.5981,4.6934,0.7283,2.1017,-1.5672,4.6332,4.0382,3.4385,1.9492,-2.2412,4.6583,5.2603,5.2518,-4.3783,-0.2743,15.3805,-13.3610,3.9944,-3.8420,-1.0042,21.0189,2.0484,0.6162,0.5810,-4.1875
7337.0000,4.4380,5.5035,1.9577,3.1159,-0.3509,6.2763,5.6359,5.1874,4.4801,0.0778,5.4813,6.3662,3.8085,-4.6107,0.9535,16.0952,-11.6755,5.1127,-2.8469,0.4905,22.5809,3.3051,1.8059,2.7292,-1.7323
7338.0000,5.2756,6.3287,3.0371,4.0109,0.5860,7.8255,6.8214,6.8929,6.7888,2.4027,6.0980,7.3592,2.8696,-4.3168,1.9240,16.5731,-10.1367,6.0325,-2.0456,1.7485,23.9620,4.1939,3.1950,4.2035,0.6409
7339.0000,6.1322,7.1884,3.9550,4.8190,1.2504,9.2861,7.5699,8.5421,8.7053,4.6590,6.5360,8.2923,2.3761,-3.5517,2.6470,16.8152,-8.7927,6.7514,-1.4252,2.7339,25.1393,4.7693,4.8957,4.9902,3.0391
7340.0000,7.0219,8.0920,4.7065,5.5707,1.6821,10.6723,7.9147,10.1335,10.0956,6.7847,6.8357,9.2136,2.1890,-2.4137,3.1573,16.8426,-7.6598,7.2821,-0.9572,3.4470,26.1222,5.1108,6.9594,5.1760,5.5527
7341.0000,7.9388,9.0302,5.2891,6.2765,1.9364,11.9864,7.9328,11.6516,10.8917,8.7195,7.0392,10.1387,2.1454,-1.0253,3.4997,16.6818,-6.7310,7.6434,-0.6164,3.9157,26.9348,5.2969,9.3360,4.9218,8.1855
7342.0000,8.8451,9.9649,5.6957,6.9106,2.0615,13.1970,7.7185,13.0425,11.1044,10.3899,7.1757,11.0288,2.1167,0.4840,3.7084,16.3479,-5.9910,7.8476,-0.4003,4.1788,27.5910,5.3801,11.8508,4.4188,10.8074
7343.0000,9.6664,10.8249,5.9091,7.4053,2.0797,14.2267,7.3571,14.2023,10.8176,11.6992,7.2489,11.7852,2.0480,1.9895,3.7901,15.8320,-5.4322,7.8917,-0.3404,4.2686,28.0753,5.3723,14.2141,3.8420,13.1497
7344.0000,10.3007,11.5126,5.9041,7.6600,1.9817,14.9585,6.9064,14.9872,10.1647,12.5315,7.2342,12.2643,1.9693,3.3809,3.7193,15.1002,-5.0622,7.7561,-0.5001,4.1990,28.3363,5.2465,16.0669,3.3127,14.8512
7345.0000,10.6397,11.9216,5.6561,7.5664,1.7354,15.2606,6.3914,15.2438,9.2973,12.7716,7.0869,12.3139,1.9751,4.5713,3.4468,14.1063,-4.9011,7.4140,-0.9555,3.9658,28.2989,4.9548,17.0568,2.8819,15.5468
7346.0000,10.5987,11.9651,5.1558,7.0431,1.3077,15.0257,5.8139,14.8548,8.3549,12.3370,6.7598,11.8198,2.1820,5.5087,2.9222,12.8154,-4.9668,6.8482,-1.7668,3.5582,27.8923,4.4574,16.9250,2.5380,14.9732
7347.0000,10.1464,11.6043,4.4251,6.0695,0.6904,14.2122,5.1716,13.7846,7.4446,11.2139,6.2260,10.7507,2.6767,6.1876,2.1210,11.2308,-5.2548,6.0694,-2.9460,2.9773,27.0838,3.7506,15.5822,2.2328,13.0616
7348.0000,9.3236,10.8703,3.5262,4.7075,-0.0788,12.8736,4.4783,12.1095,6.6349,9.4808,5.4974,9.1835,3.4751,6.6578,1.0685,9.4136,-5.7214,5.1293,-4.4345,2.2545,25.9079,2.8849,13.1472,1.9162,9.9863
7349.0000,8.2439,9.8679,2.5606,3.1022,-0.9099,11.1638,3.7773,10.0224,5.9637,7.3124,4.6323,7.3015,4.5037,7.0259,-0.1511,7.4870,-6.2768,4.1219,-6.0998,1.4603,24.4779,1.9638,9.9368,1.5668,6.1514
7350.0000,7.0739,8.7602,1.6536,1.4577,-1.6740,9.3142,3.1409,7.8041,5.4537,4.9557,3.7273,5.3615,5.6102,7.4444,-1.4033,5.6202,-6.7950,3.1695,-7.7533,0.7001,22.9730,1.1225,6.4029,1.2070,2.1141
7351.0000,5.9956,7.7330,0.9288,-0.0057,-2.2325,7.5856,2.6548,5.7690,5.1270,2.6827,2.8962,3.6373,6.5994,8.0871,-2.5307,3.9949,-7.1384,2.3967,-9.1880,0.0934,21.6036,0.4925,3.0341,0.8985,-1.5359
7352.0000,5.1626,6.9500,0.4772,-1.1043,-2.4754,6.2075,2.3925,4.1974,5.0128,0.7303,2.2385,2.3552,7.2822,9.1121,-3.3919,2.7617,-7.1923,1.8983,-10.2263,-0.2559,20.5613,0.1615,0.2464,0.7197,-4.3104
7353.0000,4.6609,6.5094,0.3306,-1.7373,-2.3576,5.3209,2.3871,3.2712,5.1421,-0.7564,1.8101,1.6381,7.5224,10.6200,-3.9006,1.9995,-6.8989,1.7107,-10.7642,-0.2922,19.9688,0.1429,-1.7071,0.7336,-5.9329
7354.0000,4.4862,6.4153,0.4476,-1.9146,-1.9193,4.9420,2.6099,3.0319,5.5320,-1.7623,1.6028,1.4763,7.2651,12.6153,-4.0534,1.6890,-6.2809,1.7951,-10.7997,-0.0317,19.8440,0.3637,-2.7836,0.9582,-6.3954
7355.0000,4.5442,6.5727,0.7163,-1.7575,-1.2863,4.9567,2.9655,3.3697,6.1656,-2.4105,1.5412,1.7307,6.5419,14.9825,-3.9378,1.7094,-5.4459,2.0393,-10.4367,0.4304,20.0891,0.6769,-3.1409,1.3487,-5.9471
7356.0000,4.6744,6.8077,0.9757,-1.4714,-0.6468,5.1483,3.3039,4.0491,6.9752,-2.9368,1.4974,2.1690,5.4499,17.4834,-3.7165,1.8602,-4.5707,2.2770,-9.8637,0.9319,20.5087,0.8943,-3.0784,1.7994,-5.0193
7357.0000,4.6891,6.9084,1.0486,-1.2977,-0.2108,5.2516,3.4503,4.7609,7.8377,-3.6383,1.3206,2.5235,4.1164,19.7814,-3.5924,1.9027,-3.8660,2.3216,-9.3118,1.2746,20.8534,0.8310,-2.9450,2.1642,-4.1098
7358.0000,4.4183,6.6755,0.7804,-1.4583,-0.1643,5.0164,3.2427,5.1898,8.5883,-4.8074,0.8727,2.5549,2.6605,21.4900,-3.7633,1.6113,-3.5333,2.0055,-9.0041,1.2652,20.8760,0.3498,-3.0435,2.2899,-3.6582
7359.0000,3.7466,5.9674,0.0701,-2.1073,-0.6284,4.2653,2.5690,5.0790,9.0494,-6.6683,0.0614,2.1037,1.1663,22.2378,-4.3776,0.8206,-3.7222,1.2137,-9.1094,0.7559,20.3865,-0.6088,-3.5590,2.0528,-3.9458
7360.0000,2.6345,4.7308,-1.1095,-3.3010,-1.6355,2.9307,1.3930,4.2783,9.0702,-9.3313,-1.1398,1.1180,-0.3251,21.7381,-5.5035,-0.5426,-4.5007,-0.0935,-9.7112,-0.3238,19.2921,-2.0159,-4.5290,1.3877,-5.0458
7361.0000,1.1191,3.0063,-2.7104,-4.9928,-3.1267,1.0609,-0.2364,2.7661,8.5648,-12.7734,-2.6871,-0.3474,-1.8033,19.8487,-7.1173,-2.4490,-5.8428,-1.8766,-10.7981,-1.9537,17.6121,-3.7661,-5.8607,0.3020,-6.8296
7362.0000,-0.7025,0.9129,-4.6238,-7.0529,-4.9698,-1.2008,-2.1956,0.6432,7.5389,-16.8486,-4.4788,-2.1571,-3.2624,16.6077,-9.1138,-4.7800,-7.6382,-4.0279,-12.2760,-4.0284,15.4675,-5.7057,-7.3850,-1.1273,-9.0251
7363.0000,-2.7008,-1.3851,-6.7054,-9.3027,-6.9916,-3.6580,-4.3122,-1.8967,6.0941,-21.3230,-6.3788,-4.1356,-4.6750,12.2368,-11.3324,-7.3582,-9.7169,-6.3956,-13.9958,-6.3806,13.0477,-7.6684,-8.9254,-2.7721,-11.3030
7364.0000,-4.7427,-3.7163,-8.8047,-11.5558,-9.0151,-6.1098,-6.3996,-4.6114,4.4080,-25.9239,-8.2450,-6.1102,-5.9747,7.1074,-13.5940,-9.9860,-11.8855,-8.8131,-15.7884,-8.8156,10.5668,-9.5071,-10.3583,-4.4799,-13.3669
7365.0000,-6.7147,-5.9361,-10.7905,-13.6543,-10.8918,-8.3929,-8.2925,-7.2583,2.6940,-30.3934,-9.9549,-7.9444,-7.0587,1.6749,-15.7357,-12.4840,-13.9630,-11.1267,-17.4976,-11.1474,8.2185,-11.1164,-11.6456,-6.1009,-15.0213
7366.0000,-8.5354,-7.9479,-12.5691,-15.4913,-12.5241,-10.4084,-9.8741,-9.6369,1.1485,-34.5333,-11.4227,-9.5559,-7.8097,-3.6079,-17.6382,-14.7193,-15.8117,-13.2165,-19.0053,-13.2308,6.1416,-12.4397,-12.8314,-7.5102,-16.2048
7367.0000,-10.1574,-9.7080,-14.0913,-17.0198,-13.8723,-12.1279,-11.0917,-11.6209,-0.0978,-38.2356,-12.6066,-10.9190,-8.1311,-8.3799,-19.2403,-16.6215,-17.3564,-15.0088,-20.2446,-14.9821,4.4005,-13.4661,-14.0078,-8.6197,-16.9838
7368.0000,-11.5632,-11.2184,-15.3508,-18.2476,-14.9511,-13.5841,-11.9582,-13.1732,-1.0142,-41.4936,-13.5080,-12.0552,-7.9839,-12.4445,-20.5396,-18.1841,-18.5906,-16.4792,-21.2023,-16.3863,2.9829,-14.2192,-15.2665,-9.3816,-17.5170
7369.0000,-12.7582,-12.5107,-16.3764,-19.2241,-15.8159,-14.8487,-12.5409,-14.3465,-1.6783,-44.3941,-14.1638,-13.0190,-7.4121,-15.8075,-21.5823,-19.4558,-19.5699,-17.6491,-21.9133,-17.4914,1.8130,-14.7453,-16.6543,-9.7849,-18.0037
7370.0000,-13.7648,-13.6292,-17.2200,-20.0233,-16.5454,-16.0086,-12.9418,-15.2672,-2.2559,-47.0913,-14.6364,-13.8828,-6.5476,-18.6688,-22.4459,-20.5240,-20.3957,-18.5761,-22.4489,-18.3920,0.7744,-15.1040,-18.1500,-9.8480,-18.6328
7371.0000,-14.6193,-14.6169,-17.9442,-20.7274,-17.2232,-17.1438,-13.2733,-16.1070,-2.9565,-49.7693,-15.0022,-14.7249,-5.5901,-21.3664,-23.2190,-21.4944,-21.1907,-19.3401,-22.9024,-19.2042,-0.2613,-15.3616,-19.6684,-9.6121,-19.5424
7372.0000,-15.3683,-15.5066,-18.6082,-21.4111,-17.9204,-18.3104,-13.6331,-17.0432,-3.9752,-52.5954,-15.3401,-15.6171,-4.7674,-24.2818,-23.9799,-22.4690,-22.0711,-20.0256,-23.3705,-20.0381,-1.4042,-15.5843,-21.0884,-9.1340,-20.7963
7373.0000,-16.0611,-16.3152,-19.2532,-22.1268,-18.6789,-19.5288,-14.0818,-18.2140,-5.4335,-55.6738,-15.7168,-16.6119,-4.2858,-27.7266,-24.7774,-23.5233,-23.1171,-20.7007,-23.9327,-20.9688,-2.7182,-15.8292,-22.2908,-8.4783,-22.3740
7374.0000,-16.7370,-17.0381,-19.8868,-22.8893,-19.4971,-20.7747,-14.6269,-19.6756,-7.3357,-59.0059,-16.1714,-17.7252,-4.2842,-31.8364,-25.6141,-24.6856,-24.3469,-21.3954,-24.6283,-22.0129,-4.1986,-16.1288,-23.1882,-7.7096,-24.1715
7375.0000,-17.4061,-17.6431,-20.4697,-23.6615,-20.3188,-21.9726,-15.2135,-21.3691,-9.5488,-62.4668,-16.6989,-18.9169,-4.8031,-36.4986,-26.4341,-25.9189,-25.6985,-22.0809,-25.4348,-23.1120,-5.7574,-16.4724,-23.7360,-6.8808,-26.0071
7376.0000,-18.0281,-18.0625,-20.9068,-24.3434,-21.0285,-22.9919,-15.7261,-23.1082,-11.8132,-65.8051,-17.2363,-20.0752,-5.7759,-41.3359,-27.1188,-27.1117,-27.0238,-22.6581,-26.2530,-24.1300,-7.2211,-16.7892,-23.9169,-6.0223,-27.6323
7377.0000,-18.4987,-18.1891,-21.0491,-24.7709,-21.4575,-23.6502,-16.0016,-24.5930,-13.7826,-68.6698,-17.6580,-21.0112,-7.0438,-45.7523,-27.4929,-28.0805,-28.1006,-22.9595,-26.9055,-24.8652,-8.3442,-16.9416,-23.7081,-5.1333,-28.7500
7378.0000,-18.6491,-17.8793,-20.7095,-24.7295,-21.4038,-23.7285,-15.8537,-25.4541,-15.0835,-70.6641,-17.7842,-21.4736,-8.3867,-49.0373,-27.3440,-28.5902,-28.6622,-22.7689,-27.1537,-25.0796,-8.8400,-16.7364,-23.0461,-4.1812,-29.0432
7379.0000,-18.2663,-16.9698,-19.6945,-23.9852,-20.6655,-23.0000,-15.1074,-25.3203,-15.3846,-71.4188,-17.4070,-21.1846,-9.5643,-50.5058,-26.4568,-28.3908,-28.4439,-21.8596,-26.7360,-24.5416,-8.4263,-15.9577,-21.8079,-3.1106,-28.2195
7380.0000,-17.1347,-15.3080,-17.8465,-22.3309,-19.0855,-21.2725,-13.6374,-23.8997,-14.4602,-70.6697,-16.3311,-19.8968,-10.3546,-49.6432,-24.6562,-27.2687,-27.2382,-20.0462,-25.4208,-23.0765,-6.8814,-14.4171,-19.8219,-1.8640,-26.0656
7381.0000,-15.0892,-12.7931,-15.0911,-19.6403,-16.5961,-18.4376,-11.4039,-21.0543,-12.2365,-68.3242,-14.4220,-17.4581,-10.5837,-46.2217,-21.8540,-25.1003,-24.9478,-17.2379,-23.0662,-20.6133,-4.0984,-12.0128,-16.9129,-0.4090,-22.5050
7382.0000,-12.0706,-9.4180,-11.4742,-15.9160,-13.2538,-14.5142,-8.4760,-16.8503,-8.8096,-64.4978,-11.6511,-13.8680,-10.1430,-40.3583,-18.0865,-21.8978,-21.6229,-13.4807,-19.6697,-17.2167,-0.1249,-8.7788,-12.9696,1.2348,-17.6429
7383.0000,-8.1636,-5.2987,-7.1795,-11.3170,-9.2523,-9.6737,-5.0364,-11.5682,-4.4339,-59.5102,-8.1227,-9.3083,-8.9948,-32.5015,-13.5321,-17.8309,-17.4714,-8.9755,-15.3936,-13.0947,4.8235,-4.9096,-8.0145,2.9789,-11.7826
7384.0000,-3.6061,-0.6806,-2.5155,-6.1539,-4.9051,-4.2355,-1.3611,-5.6663,0.5198,-53.8374,-4.0742,-4.1340,-7.1666,-23.3475,-8.5004,-13.2168,-12.8359,-4.0608,-10.5558,-8.5754,10.3838,-0.7465,-2.2510,4.6673,-5.4015
7385.0000,1.2394,4.0868,2.1280,-0.8485,-0.5982,1.3734,2.2222,0.2990,5.6256,-48.0301,0.1564,1.1791,-4.7417,-13.7073,-3.3903,-8.4743,-8.1392,0.8375,-5.5817,-4.0552,16.1005,3.2750,3.9341,6.0995,0.9160
7386.0000,5.9475,8.6044,6.3487,4.1385,3.2799,6.6875,5.3927,5.7762,10.4734,-42.6144,4.1916,6.1216,-1.8454,-4.3565,1.3761,-4.0503,-3.8079,5.2829,-0.9268,0.0725,21.5041,6.7104,10.0209,7.0726,6.5785
7387.0000,10.1139,12.4981,9.8102,8.3957,6.4150,11.2892,7.8969,10.3251,14.7352,-37.9991,7.6903,10.2529,1.3694,4.0968,5.4324,-0.3330,-0.1911,8.9142,3.0133,3.4917,26.1985,9.2023,15.4516,7.4334,11.1001
7388.0000,13.4388,15.4953,12.3111,11.6437,8.6327,14.8904,9.5990,13.6973,18.2125,-34.4124,10.4210,13.2945,4.7382,11.2947,8.5386,2.4261,2.5060,11.5196,5.9852,6.0254,29.9344,10.5648,19.7478,7.1261,14.1968
7389.0000,15.7903,17.4824,13.8271,13.7918,9.9344,17.3888,10.5069,15.8723,20.8566,-31.8823,12.3125,15.1869,8.1016,17.1475,10.6285,4.1622,4.2572,13.0790,7.9280,7.6671,32.6522,10.8317,22.6180,6.2214,15.8425
7390.0000,17.2272,18.5281,14.5135,14.9518,10.4929,18.8826,10.7673,17.0402,22.7579,-30.2628,13.4683,16.0963,11.3229,21.7864,11.8177,5.0056,5.2105,13.7639,8.9805,8.5736,34.4821,10.2538,24.0231,4.9161,16.2661
7391.0000,17.9769,18.8627,14.6644,15.4037,10.6078,19.6379,10.6288,17.5360,24.1070,-29.2986,14.1382,16.3658,14.3017,25.4716,12.3706,5.2429,5.6418,13.8914,9.4391,9.0212,35.6998,9.2440,24.1809,3.5005,15.8896
7392.0000,18.3699,18.8173,14.6403,15.5216,10.6303,20.0165,10.3829,17.7437,25.1365,-28.7076,14.6531,16.4242,16.9820,28.4809,12.6320,5.2421,5.8823,13.8445,9.6800,9.3334,36.6497,8.2816,23.5045,2.2993,15.2203
7393.0000,18.7503,18.7385,14.7779,15.6768,10.8754,20.3807,10.2950,17.9954,26.0576,-28.2580,15.3392,16.6757,19.3491,31.0140,12.9395,5.3588,6.2334,13.9767,10.0616,9.8000,37.6538,7.8006,22.4919,1.6001,14.7254
7394.0000,19.3839,18.8990,15.3083,16.1455,11.5452,21.0020,10.5444,18.4931,27.0063,-27.8191,16.4331,17.3980,21.4147,33.1339,13.5396,5.8476,6.8951,14.5265,10.8356,10.6063,38.9305,8.0886,21.5962,1.5880,14.7218
7395.0000,20.3888,19.4293,16.3017,17.0413,12.6806,21.9949,11.1854,19.2698,28.0108,-27.3760,18.0186,18.6770,23.1928,34.7605,14.5273,6.8015,7.9222,15.5617,12.0877,11.7900,40.5422,9.2233,21.1129,2.3020,15.3095
7396.0000,21.7056,20.2873,17.6527,18.2927,14.1551,23.2946,12.1403,20.2002,28.9883,-27.0063,20.0024,20.3921,24.6704,35.7103,15.8252,8.1335,9.2184,16.9673,13.7213,13.2363,42.3848,11.0598,21.1151,3.6266,16.3648
7397.0000,23.1147,21.2736,19.1087,19.6679,15.7078,24.6812,13.2231,21.0516,29.7699,-26.8324,22.1328,22.2542,25.7851,35.7669,17.2050,9.6043,10.5687,18.4783,15.4887,14.7094,44.2190,13.2709,21.4532,5.3188,17.5926
7398.0000,24.2932,22.0871,20.3330,20.8382,17.0085,25.8428,14.1869,21.5592,30.1469,-26.9655,24.0565,23.8837,26.4151,34.7584,18.3463,10.8859,11.6980,19.7464,17.0570,15.9115,45.7335,15.4276,21.8153,7.0626,18.6208
7399.0000,24.8962,22.4039,20.9846,21.4629,17.7341,26.4583,14.7808,21.5024,29.9259,-27.4632,25.3973,24.9048,26.3907,32.6173,18.9154,11.6438,12.3381,20.4236,18.0898,16.5526,46.6221,17.0965,21.8300,8.5377,19.1073
7400.0000,24.6387,21.9584,20.7934,21.2713,17.6380,26.2768,14.8031,20.7598,28.9779,-28.3111,25.8367,25.0317,25.5259,29.4083,18.6430,11.6149,12.2873,20.2392,18.3243,16.4128,46.6529,17.9302,21.1775,9.4828,18.8294
7401.0000,23.3585,20.6043,19.6144,20.1211,16.5955,25.1727,14.1370,19.3310,27.2700,-29.4323,25.1771,24.1246,23.6662,25.3180,17.3821,10.6617,11.4469,19.0525,17.6214,15.3832,45.7147,17.7289,19.6781,9.7384,17.7324
7402.0000,21.0458,18.3419,17.4487,18.0209,14.6170,23.1643,12.7639,17.3223,24.8719,-30.7189,23.3742,22.2043,20.7399,20.6153,15.1341,8.7923,9.8289,16.8719,15.9828,13.4773,43.8300,16.4626,17.3340,9.2623,15.9246
7403.0000,17.8346,15.3067,14.4305,15.1153,11.8306,20.3949,10.7528,14.9047,21.9387,-32.0703,20.5345,19.4284,16.7991,15.5970,12.0374,6.1441,7.5385,13.8381,13.5320,10.8154,41.1375,14.2536,14.3152,8.1164,13.6279
