2020_01_07_10_26_42_227,7754,-775,-3426,-107,-12,-2,77
2020_01_07_10_26_42_237,7776,-783,-3445,-109,-11,-1,77
2020_01_07_10_26_42_247,7760,-774,-3469,-115,-12,-3,77
2020_01_07_10_26_42_257,7769,-789,-3419,-115,-9,-3,77
2020_01_07_10_26_42_267,7740,-794,-3440,-116,-9,-4,77
2020_01_07_10_26_42_277,7749,-781,-3429,-117,-9,-4,77
2020_01_07_10_26_42_287,7755,-773,-3441,-114,-9,-3,77
2020_01_07_10_26_42_297,7765,-783,-3396,-115,-8,-3,77
2020_01_07_10_26_42_307,7801,-755,-3414,-112,-11,-3,77
2020_01_07_10_26_42_317,7791,-747,-3424,-113,-13,-2,77
2020_01_07_10_26_42_327,7780,-761,-3466,-111,-13,-2,77
2020_01_07_10_26_42_337,7776,-751,-3446,-110,-12,-4,77
2020_01_07_10_26_42_347,7766,-749,-3457,-110,-13,-3,77
2020_01_07_10_26_42_357,7742,-759,-3439,-110,-11,-2,77
2020_01_07_10_26_42_367,7777,-762,-3485,-110,-12,-2,77
2020_01_07_10_26_42_377,7783,-759,-3426,-113,-10,-3,77
2020_01_07_10_26_42_387,7778,-751,-3450,-113,-7,-2,77
2020_01_07_10_26_42_397,7752,-765,-3455,-112,-9,-3,77
2020_01_07_10_26_42_407,7769,-763,-3438,-111,-11,-5,77
2020_01_07_10_26_42_417,7762,-738,-3460,-109,-11,-4,77
2020_01_07_10_26_42_427,7774,-742,-3469,-108,-10,-4,77
2020_01_07_10_26_42_437,7774,-747,-3416,-107,-12,-4,77
2020_01_07_10_26_42_447,7782,-747,-3468,-107,-12,-2,77
2020_01_07_10_26_42_457,7759,-760,-3464,-108,-14,-3,77
2020_01_07_10_26_42_467,7768,-751,-3468,-107,-13,-4,77
2020_01_07_10_26_42_477,7760,-780,-3441,-109,-14,-4,77
2020_01_07_10_26_42_487,7745,-731,-3464,-108,-15,-5,77
2020_01_07_10_26_42_497,7769,-762,-3442,-108,-13,-4,77
2020_01_07_10_26_42_507,7753,-750,-3412,-107,-13,-2,77
2020_01_07_10_26_42_517,7773,-768,-3430,-111,-13,-2,77
2020_01_07_10_26_42_527,7763,-784,-3451,-110,-12,-2,77
2020_01_07_10_26_42_537,7768,-772,-3455,-114,-12,-1,77
2020_01_07_10_26_42_547,7777,-788,-3457,-113,-14,0,77
2020_01_07_10_26_42_557,7766,-773,-3450,-112,-12,-1,77
2020_01_07_10_26_42_567,7755,-771,-3457,-111,-12,-1,77
2020_01_07_10_26_42_577,7777,-761,-3427,-109,-14,-2,77
2020_01_07_10_26_42_587,7767,-752,-3451,-107,-14,-4,77
2020_01_07_10_26_42_597,7776,-756,-3457,-108,-12,-2,77
2020_01_07_10_26_42_607,7791,-771,-3431,-110,-14,-3,77
2020_01_07_10_26_42_617,7786,-767,-3466,-111,-13,-1,77
2020_01_07_10_26_42_627,7779,-782,-3450,-113,-12,-3,77
2020_01_07_10_26_42_637,7749,-763,-3454,-111,-11,-2,77
2020_01_07_10_26_42_647,7752,-766,-3443,-111,-11,-2,77
2020_01_07_10_26_42_657,7781,-767,-3428,-108,-12,-3,77
2020_01_07_10_26_42_667,7778,-778,-3448,-106,-13,-4,77
2020_01_07_10_26_42_677,7790,-773,-3449,-105,-12,-4,77
2020_01_07_10_26_42_687,7753,-776,-3443,-107,-13,-4,77
2020_01_07_10_26_42_697,7757,-767,-3454,-108,-11,-4,77
2020_01_07_10_26_42_707,7734,-763,-3444,-109,-12,-5,77
2020_01_07_10_26_42_717,7736,-782,-3448,-109,-13,-4,77
2020_01_07_10_26_42_727,7771,-768,-3487,-110,-13,-3,77
2020_01_07_10_26_42_737,7765,-771,-3438,-105,-13,-6,77
2020_01_07_10_26_42_747,7765,-756,-3483,-104,-12,-4,77
2020_01_07_10_26_42_757,7760,-763,-3457,-103,-13,-6,77
2020_01_07_10_26_42_767,7770,-754,-3466,-105,-12,-6,77
2020_01_07_10_26_42_777,7770,-785,-3468,-110,-14,-4,77
2020_01_07_10_26_42_787,7763,-774,-3460,-109,-12,-5,77
2020_01_07_10_26_42_797,7765,-759,-3453,-109,-12,-5,77
2020_01_07_10_26_42_807,7775,-766,-3449,-109,-12,-4,77
2020_01_07_10_26_42_817,7775,-773,-3438,-108,-12,-4,77
2020_01_07_10_26_42_827,7775,-770,-3481,-107,-10,-5,77
2020_01_07_10_26_42_837,7755,-755,-3437,-108,-9,-3,77
2020_01_07_10_26_42_847,7772,-754,-3443,-108,-9,-2,77
2020_01_07_10_26_42_857,7768,-757,-3474,-109,-9,-2,77
2020_01_07_10_26_42_867,7768,-755,-3450,-111,-8,-3,77
2020_01_07_10_26_42_877,7793,-756,-3433,-109,-10,-5,77
2020_01_07_10_26_42_887,7776,-777,-3425,-110,-11,-3,77
2020_01_07_10_26_42_897,7765,-760,-3430,-108,-12,-4,77
2020_01_07_10_26_42_907,7754,-749,-3471,-108,-14,-3,77
2020_01_07_10_26_42_917,7743,-756,-3474,-109,-14,-5,77
2020_01_07_10_26_42_927,7764,-752,-3448,-108,-14,-4,77
2020_01_07_10_26_42_937,7768,-770,-3469,-106,-14,-5,77
2020_01_07_10_26_42_947,7766,-761,-3469,-105,-15,-5,77
2020_01_07_10_26_42_957,7769,-789,-3451,-105,-14,-6,77
2020_01_07_10_26_42_967,7760,-762,-3463,-107,-14,-2,77
2020_01_07_10_26_42_977,7776,-766,-3465,-106,-15,-3,77
2020_01_07_10_26_42_987,7779,-750,-3457,-105,-16,-3,77
2020_01_07_10_26_42_997,7770,-774,-3452,-105,-17,-5,77
2020_01_07_10_26_43_007,7755,-770,-3447,-105,-15,-5,77
2020_01_07_10_26_43_017,7757,-776,-3478,-105,-14,-4,77
2020_01_07_10_26_43_027,7767,-746,-3453,-107,-15,-4,77
2020_01_07_10_26_43_037,7765,-765,-3458,-106,-15,-4,77
2020_01_07_10_26_43_047,7749,-758,-3448,-108,-15,-5,77
2020_01_07_10_26_43_057,7791,-776,-3451,-107,-15,-4,77
2020_01_07_10_26_43_067,7787,-753,-3468,-107,-14,-5,77
2020_01_07_10_26_43_077,7768,-757,-3443,-108,-15,-2,77
2020_01_07_10_26_43_087,7776,-767,-3436,-109,-16,-4,77
2020_01_07_10_26_43_097,7761,-751,-3432,-109,-17,-3,77
2020_01_07_10_26_43_107,7781,-774,-3466,-109,-15,-3,77
2020_01_07_10_26_43_117,7781,-768,-3446,-105,-13,-4,77
2020_01_07_10_26_43_127,7779,-777,-3426,-106,-15,-4,77
2020_01_07_10_26_43_137,7767,-766,-3446,-105,-15,-3,77
2020_01_07_10_26_43_147,7775,-785,-3422,-106,-14,-3,77
2020_01_07_10_26_43_157,7763,-784,-3456,-106,-14,-3,77
2020_01_07_10_26_43_167,7758,-787,-3449,-108,-15,-3,77
2020_01_07_10_26_43_177,7766,-773,-3436,-106,-15,-4,77
2020_01_07_10_26_43_187,7768,-756,-3471,-107,-16,-2,77
2020_01_07_10_26_43_197,7778,-761,-3444,-107,-13,-3,77
2020_01_07_10_26_43_207,7772,-750,-3446,-109,-13,-3,77
2020_01_07_10_26_43_217,7779,-752,-3443,-112,-13,-3,77
2020_01_07_10_26_43_227,7781,-765,-3454,-111,-12,-3,77
2020_01_07_10_26_43_237,7768,-786,-3456,-113,-13,-3,77
2020_01_07_10_26_43_247,7764,-786,-3453,-110,-12,-4,77
2020_01_07_10_26_43_257,7749,-744,-3445,-110,-10,-5,77
2020_01_07_10_26_43_267,7756,-1005,-3448,-110,-14,-2,77
2020_01_07_10_26_43_277,7764,-778,-3442,-108,-14,-2,77
2020_01_07_10_26_43_287,7746,-772,-3456,-106,-14,-3,77
2020_01_07_10_26_43_297,7754,-774,-3453,-106,-13,-3,77
2020_01_07_10_26_43_307,7758,-778,-3471,-108,-11,-4,77
2020_01_07_10_26_43_317,7764,-803,-3485,-110,-12,-5,77
2020_01_07_10_26_43_327,7758,-803,-3418,-110,-11,-6,77
2020_01_07_10_26_43_337,7765,-797,-3456,-111,-11,-5,77
2020_01_07_10_26_43_347,7799,-785,-3444,-112,-10,-3,77
2020_01_07_10_26_43_357,7772,-764,-3432,-111,-7,-2,77
2020_01_07_10_26_43_367,7788,-734,-3451,-113,-6,-2,77
2020_01_07_10_26_43_377,7772,-748,-3464,-118,-6,-2,77
2020_01_07_10_26_43_387,7763,-741,-3519,-120,-8,-1,77
2020_01_07_10_26_43_397,7760,-745,-3539,-118,-11,-1,77
2020_01_07_10_26_43_407,7748,-768,-3491,-114,-13,-2,77
2020_01_07_10_26_43_417,7774,-752,-3505,-103,-15,-5,77
2020_01_07_10_26_43_427,7740,-752,-3477,-101,-18,-7,77
2020_01_07_10_26_43_437,7755,-752,-3431,-101,-16,-5,77
2020_01_07_10_26_43_447,7768,-773,-3450,-102,-16,-4,77
2020_01_07_10_26_43_457,7774,-758,-3419,-111,-11,-3,77
2020_01_07_10_26_43_467,7760,-765,-3440,-113,-12,-1,77
2020_01_07_10_26_43_477,7760,-771,-3423,-115,-11,-2,77
2020_01_07_10_26_43_487,7752,-759,-3471,-115,-11,-2,77
2020_01_07_10_26_43_497,7766,-774,-3488,-113,-14,-2,77
2020_01_07_10_26_43_507,7775,-762,-3461,-111,-15,-3,77
2020_01_07_10_26_43_517,7766,-771,-3479,-107,-16,-3,77
2020_01_07_10_26_43_527,7762,-756,-3463,-106,-16,-3,77
2020_01_07_10_26_43_537,7780,-737,-3463,-109,-15,-3,77
2020_01_07_10_26_43_547,7779,-772,-3442,-112,-13,-1,77
2020_01_07_10_26_43_557,7756,-768,-3436,-112,-10,-1,77
2020_01_07_10_26_43_567,7747,-756,-3448,-114,-10,-3,77
2020_01_07_10_26_43_577,7752,-763,-3435,-116,-13,-3,77
2020_01_07_10_26_43_587,7744,-773,-3426,-115,-12,-2,77
2020_01_07_10_26_43_597,7769,-752,-3445,-113,-11,-3,77
2020_01_07_10_26_43_607,7775,-771,-3464,-112,-13,-2,77
2020_01_07_10_26_43_617,7767,-745,-3460,-110,-13,-3,77
2020_01_07_10_26_43_627,7757,-772,-3448,-110,-14,-6,77
2020_01_07_10_26_43_637,7768,-766,-3462,-111,-13,-4,77
2020_01_07_10_26_43_647,7779,-758,-3438,-110,-13,-4,77
2020_01_07_10_26_43_657,7761,-751,-3454,-113,-12,-4,77
2020_01_07_10_26_43_667,7775,-772,-3448,-114,-12,-5,77
2020_01_07_10_26_43_677,7765,-786,-3447,-114,-11,-5,77
2020_01_07_10_26_43_687,7772,-756,-3479,-113,-11,-2,77
2020_01_07_10_26_43_697,7770,-774,-3474,-113,-11,-2,77
2020_01_07_10_26_43_707,7757,-771,-3446,-113,-11,-2,77
2020_01_07_10_26_43_717,7776,-788,-3441,-113,-12,-3,77
2020_01_07_10_26_43_727,7753,-761,-3437,-111,-11,-4,77
2020_01_07_10_26_43_737,7772,-756,-3435,-111,-13,-3,77
2020_01_07_10_26_43_747,7768,-755,-3401,-111,-13,-4,77
2020_01_07_10_26_43_757,7758,-773,-3448,-107,-12,-3,77
2020_01_07_10_26_43_767,7780,-762,-3446,-109,-12,-3,77
2020_01_07_10_26_43_777,7778,-773,-3483,-110,-12,-2,77
2020_01_07_10_26_43_787,7770,-792,-3459,-109,-13,-3,77
2020_01_07_10_26_43_797,7772,-753,-3456,-109,-13,-2,77
2020_01_07_10_26_43_807,7768,-775,-3437,-109,-13,-4,77
2020_01_07_10_26_43_817,7772,-771,-3448,-111,-13,-3,77
2020_01_07_10_26_43_827,7783,-779,-3462,-110,-10,-3,77
2020_01_07_10_26_43_837,7764,-781,-3496,-111,-13,-3,77
2020_01_07_10_26_43_847,7753,-791,-3443,-112,-12,-4,77
2020_01_07_10_26_43_857,7732,-765,-3417,-113,-12,-5,77
2020_01_07_10_26_43_867,7741,-767,-3471,-115,-13,-5,77
2020_01_07_10_26_43_877,7780,-769,-3450,-112,-10,-4,77
2020_01_07_10_26_43_887,7775,-774,-3414,-112,-10,-4,77
