,TIME,EMG1,EMG2,IO,EMG3,EMG4
3489,09:30:28.648,-6.5,-1855.0,-14.0,-2080.5,-2187.5
3491,09:30:28.650,-38.0,-1850.5,-14.0,-2212.0,-2141.0
3493,09:30:28.652,-35.5,-1850.5,-14.0,-2248.5,-2051.5
3495,09:30:28.654,-58.5,-1785.0,-14.0,-2248.5,-1944.0
3497,09:30:28.656,-106.5,-1637.5,-14.0,-2201.0,-1847.0
3499,09:30:28.658,-318.5,-1529.5,-13.0,-2081.0,-1853.0
3501,09:30:28.660,-557.0,-1484.0,-12.5,-1854.0,-1845.0
3503,09:30:28.662,-653.5,-1389.5,-12.0,-1555.0,-1740.5
3505,09:30:28.664,-686.0,-1213.5,-12.0,-1312.5,-1589.5
3507,09:30:28.666,-741.0,-1004.0,-13.0,-1148.5,-1465.5
3509,09:30:28.668,-757.0,-804.5,-14.5,-993.5,-1382.5
3511,09:30:28.670,-700.5,-685.0,-16.0,-822.5,-1285.5
3513,09:30:28.672,-666.0,-596.5,-16.5,-665.5,-1188.5
3515,09:30:28.674,-699.5,-481.0,-15.5,-502.5,-1128.0
3517,09:30:28.676,-707.0,-425.5,-14.5,-331.5,-1066.0
3519,09:30:28.678,-619.5,-392.0,-14.0,-240.0,-1039.5
3521,09:30:28.680,-555.5,-366.5,-14.0,-168.0,-1112.0
3523,09:30:28.682,-507.5,-356.0,-14.5,-114.0,-1239.0
3525,09:30:28.684,-462.5,-304.0,-14.5,-20.5,-1345.0
3527,09:30:28.686,-476.0,-260.5,-15.5,104.0,-1447.0
3529,09:30:28.688,-413.0,-234.5,-15.5,276.5,-1547.5
3531,09:30:28.690,-397.0,-379.5,-14.5,458.5,-1642.5
3533,09:30:28.692,-309.0,-612.5,-12.5,597.5,-1693.0
3535,09:30:28.694,-172.5,-711.5,-10.0,705.5,-1634.5
3537,09:30:28.696,-69.5,-760.5,-7.5,803.0,-1600.0
3539,09:30:28.698,15.0,-759.0,-5.5,947.0,-1586.0
3541,09:30:28.700,79.0,-732.0,-4.0,1143.5,-1573.5
3543,09:30:28.702,17.0,-777.0,-3.5,1326.0,-1692.0
3545,09:30:28.704,48.5,-855.0,-4.5,1527.0,-1761.0
3547,09:30:28.706,119.5,-1028.0,-6.5,1755.0,-1726.5
3549,09:30:28.708,164.5,-1235.0,-9.5,1954.5,-1631.0
3551,09:30:28.710,107.0,-1469.5,-12.0,1986.0,-1503.0
3553,09:30:28.712,58.0,-1638.5,-15.0,1927.0,-1345.0
3555,09:30:28.714,61.0,-1875.0,-17.5,1952.5,-1069.0
3557,09:30:28.716,93.5,-2133.0,-19.5,2128.5,-690.5
3559,09:30:28.718,79.5,-2271.0,-20.5,2333.5,-407.5
3561,09:30:28.720,65.0,-2234.5,-20.5,2508.5,-359.0
3563,09:30:28.722,58.0,-2119.0,-19.5,2510.0,-290.5
3565,09:30:28.724,56.5,-2045.5,-18.5,2459.0,-197.0
3567,09:30:28.726,-56.0,-2018.0,-18.5,2460.0,-158.0
3569,09:30:28.728,-81.0,-2037.5,-18.0,2541.0,-105.0
3571,09:30:28.730,-57.5,-1860.5,-18.0,2605.0,-254.0
3573,09:30:28.732,-173.0,-1594.0,-18.0,2643.5,-720.0
3575,09:30:28.734,-334.0,-1488.0,-18.0,2690.5,-1124.0
3577,09:30:28.736,-370.0,-1382.0,-17.5,2666.0,-1455.5
3579,09:30:28.738,-342.0,-1220.5,-16.0,2562.5,-1735.0
3581,09:30:28.740,-275.5,-1120.0,-15.5,2599.0,-1925.0
3583,09:30:28.742,-221.5,-1180.5,-14.5,2838.0,-2188.0
3585,09:30:28.744,-201.5,-1243.5,-15.0,3071.5,-2369.5
3587,09:30:28.746,-306.5,-1219.0,-16.0,3144.5,-2423.0
3589,09:30:28.748,-386.0,-1144.5,-16.5,3138.5,-2316.5
3591,09:30:28.750,-468.5,-1075.5,-17.5,3103.0,-2175.5
3593,09:30:28.752,-483.0,-987.5,-18.5,3073.0,-1931.5
3595,09:30:28.754,-497.5,-1036.5,-19.5,3036.5,-1682.5
3597,09:30:28.756,-550.5,-1132.0,-21.0,3122.5,-1530.5
3599,09:30:28.758,-677.0,-1094.0,-22.5,3194.0,-1304.5
3601,09:30:28.760,-688.0,-945.5,-25.0,3130.0,-1050.5
3603,09:30:28.762,-682.5,-1079.5,-28.0,3062.0,-689.5
3605,09:30:28.764,-751.0,-1092.0,-31.0,2990.0,-323.0
3607,09:30:28.766,-835.5,-1003.0,-33.5,3006.5,-139.0
3609,09:30:28.768,-834.0,-899.0,-35.0,2991.0,-5.0
3611,09:30:28.770,-829.5,-890.0,-36.5,2972.5,63.5
3613,09:30:28.772,-782.0,-855.5,-38.0,3139.5,30.0
3615,09:30:28.774,-721.5,-723.0,-38.0,3301.5,-3.5
3617,09:30:28.776,-641.5,-547.0,-37.5,3375.5,2.0
3619,09:30:28.778,-550.0,-389.5,-36.0,3323.5,-69.0
3621,09:30:28.780,-443.5,-421.0,-35.5,3241.0,-188.5
3623,09:30:28.782,-331.5,-594.5,-35.0,3149.5,-73.5
3625,09:30:28.784,-227.5,-597.0,-34.5,3083.0,-63.5
3627,09:30:28.786,-124.5,-433.0,-34.0,3068.0,-275.5
3629,09:30:28.788,-123.0,-517.5,-33.5,3095.0,-553.0
3631,09:30:28.790,-339.5,-871.5,-33.0,3155.5,-889.0
3633,09:30:28.792,-573.5,-1209.5,-33.5,3185.5,-1155.5
3635,09:30:28.794,-705.0,-1366.0,-34.5,3045.0,-1268.5
3637,09:30:28.796,-770.5,-1390.5,-36.5,2721.5,-1315.5
3639,09:30:28.798,-878.5,-1445.0,-39.0,2382.5,-1415.5
3641,09:30:28.800,-1012.0,-1503.5,-41.0,2052.5,-1506.0
3643,09:30:28.802,-1072.5,-1475.5,-42.0,1741.0,-1412.5
3645,09:30:28.804,-1057.5,-1550.0,-42.5,1479.0,-1133.5
3647,09:30:28.806,-1043.5,-1584.5,-41.0,1262.5,-764.5
3649,09:30:28.808,-1107.0,-1523.5,-39.0,1109.0,-534.5
3651,09:30:28.810,-1088.5,-1584.5,-37.5,1009.0,-246.5
3653,09:30:28.812,-979.5,-1662.0,-37.5,897.5,168.0
3655,09:30:28.814,-862.5,-1474.0,-38.5,811.0,545.5
3657,09:30:28.816,-728.0,-1029.0,-40.0,868.5,970.5
3659,09:30:28.818,-718.5,-708.5,-40.5,1012.5,1364.5
3661,09:30:28.820,-788.0,-511.0,-41.5,1101.0,1699.0
3663,09:30:28.822,-801.5,-305.0,-43.5,1118.5,2014.0
3665,09:30:28.824,-802.0,-80.5,-46.5,1119.5,2340.0
3667,09:30:28.826,-792.5,123.5,-48.5,1200.5,2708.5
3669,09:30:28.828,-833.0,345.5,-50.0,1190.5,2827.0
3671,09:30:28.830,-876.5,559.0,-50.5,1240.5,2768.0
3673,09:30:28.832,-903.0,624.0,-50.5,1441.0,2683.0
3675,09:30:28.834,-958.5,715.5,-50.0,1480.5,2605.5
3677,09:30:28.836,-1009.0,915.0,-50.0,1387.5,2632.5
3679,09:30:28.838,-1146.5,965.0,-49.5,1183.0,2693.0
3681,09:30:28.840,-1306.0,746.5,-48.0,1013.5,2675.0
3683,09:30:28.842,-1371.5,749.5,-46.0,950.0,2613.5
3685,09:30:28.844,-1280.0,1061.5,-44.0,899.0,2523.5
3687,09:30:28.846,-1256.0,1143.5,-43.0,844.0,2416.0
3689,09:30:28.848,-1197.0,1004.0,-42.5,793.5,2567.5
3691,09:30:28.850,-1066.5,1126.0,-41.0,692.5,2854.5
3693,09:30:28.852,-1128.5,1014.5,-38.0,611.0,2816.0
3695,09:30:28.854,-1272.5,618.0,-34.0,372.5,2454.0
3697,09:30:28.856,-1665.5,-50.5,-31.0,-54.5,1600.5
3699,09:30:28.858,-2170.5,-922.5,-29.0,-263.5,491.0
3701,09:30:28.860,-2619.0,-1813.5,-28.5,-202.0,-784.5
3703,09:30:28.862,-2615.0,-2652.0,-28.5,94.0,-2215.5
3705,09:30:28.864,-2682.5,-2716.0,-30.0,522.5,-3352.0
3707,09:30:28.866,-2784.5,-2801.5,-31.5,790.5,-3463.5
3709,09:30:28.868,-2831.0,-2940.0,-34.0,1112.5,-3750.5
3711,09:30:28.870,-2565.5,-3072.5,-36.5,1313.5,-4119.0
3713,09:30:28.872,-2008.5,-3146.0,-40.0,1468.0,-4418.0
3715,09:30:28.874,-1497.5,-3134.5,-44.5,1619.5,-4544.0
3717,09:30:28.876,-1117.5,-3044.5,-49.0,1856.5,-4452.0
3719,09:30:28.878,-852.0,-2907.5,-53.0,2050.0,-4187.0
3721,09:30:28.880,-230.5,-2781.5,-56.0,2015.0,-3857.0
3723,09:30:28.882,-108.5,-2705.5,-57.5,1650.0,-3585.5
3725,09:30:28.884,-35.0,-2706.0,-57.5,1029.5,-3468.0
3727,09:30:28.886,-79.0,-2776.0,-57.5,383.0,-3535.5
3729,09:30:28.888,-304.0,-2883.5,-56.5,-285.5,-3750.0
3731,09:30:28.890,-554.5,-2985.5,-53.5,-829.5,-4018.5
3733,09:30:28.892,-835.5,-3038.5,-50.5,-1356.5,-4235.0
3735,09:30:28.894,-1113.0,-3023.0,-48.0,-1792.0,-4319.5
3737,09:30:28.896,-1340.0,-2948.0,-44.5,-2120.5,-4249.0
3739,09:30:28.898,-1554.5,-2842.0,-42.0,-2424.5,-4052.5
3741,09:30:28.900,-1753.5,-2743.0,-39.0,-2649.5,-3810.5
3743,09:30:28.902,-1851.0,-2685.5,-36.5,-2854.5,-3615.5
3745,09:30:28.904,-1972.5,-2687.5,-35.0,-3058.5,-3531.5
3747,09:30:28.906,-2190.5,-2742.0,-33.0,-3349.5,-3580.5
3749,09:30:28.908,-2394.5,-2822.5,-31.0,-3706.0,-3731.0
3751,09:30:28.910,-2518.0,-2896.0,-30.0,-3864.0,-3917.0
3753,09:30:28.912,-2629.0,-2931.5,-29.5,-3820.0,-4065.0
3755,09:30:28.914,-2731.5,-2918.0,-29.5,-3788.0,-4116.5
3757,09:30:28.916,-2747.0,-2857.5,-30.5,-3759.0,-4060.5
3759,09:30:28.918,-2721.0,-2776.5,-31.5,-3741.0,-3924.0
3761,09:30:28.920,-2696.5,-2705.0,-32.5,-3738.0,-3760.5
3763,09:30:28.922,-2675.0,-2663.0,-33.5,-3746.0,-3629.5
3765,09:30:28.924,-2664.0,-2663.5,-34.5,-3756.5,-3575.0
3767,09:30:28.926,-2665.5,-2704.5,-36.0,-3766.0,-3607.5
3769,09:30:28.928,-2672.0,-2760.5,-38.5,-3765.5,-3703.0
3771,09:30:28.930,-2684.0,-2811.0,-42.0,-3753.0,-3821.0
3773,09:30:28.932,-2690.5,-2832.0,-46.0,-3736.5,-3911.0
3775,09:30:28.934,-2689.0,-2818.0,-49.5,-3717.0,-3938.5
3777,09:30:28.936,-2679.5,-2773.5,-52.5,-3703.0,-3899.5
3779,09:30:28.938,-2663.5,-2715.0,-55.5,-3695.0,-3809.0
3781,09:30:28.940,-2645.0,-2662.0,-57.5,-3692.0,-3705.0
3783,09:30:28.942,-2631.5,-2634.5,-59.0,-3690.5,-3624.5
3785,09:30:28.944,-2620.5,-2636.0,-60.0,-3687.0,-3591.0
3787,09:30:28.946,-2617.5,-2662.0,-60.5,-3681.5,-3610.0
3789,09:30:28.948,-2618.0,-2697.5,-60.5,-3673.0,-3667.0
3791,09:30:28.950,-2623.5,-2728.0,-58.5,-3663.0,-3731.5
3793,09:30:28.952,-2624.0,-2738.5,-55.5,-3652.0,-3776.5
3795,09:30:28.954,-2621.0,-2725.0,-52.5,-3645.5,-3784.5
3797,09:30:28.956,-2614.0,-2689.5,-49.0,-3641.0,-3755.5
3799,09:30:28.958,-2605.5,-2653.5,-45.5,-3642.0,-3705.5
3801,09:30:28.960,-2594.0,-2619.0,-42.0,-3640.0,-3649.5
3803,09:30:28.962,-2583.5,-2581.0,-38.5,-3634.0,-3608.5
3805,09:30:28.964,-2575.0,-2324.5,-34.5,-3623.5,-3591.0
3807,09:30:28.966,-2569.5,-1837.0,-31.5,-3607.0,-3597.5
3809,09:30:28.968,-2565.0,-1910.0,-28.5,-3591.5,-3622.0
3811,09:30:28.970,-2562.0,-1933.5,-27.0,-3580.0,-3644.5
3813,09:30:28.972,-2561.0,-1901.0,-26.5,-3574.0,-3656.0
3815,09:30:28.974,-2556.5,-1835.0,-27.5,-3574.0,-3652.0
3817,09:30:28.976,-2553.0,-1755.0,-28.5,-3576.0,-3634.0
3819,09:30:28.978,-2546.0,-1692.5,-29.5,-3578.5,-3608.5
3821,09:30:28.980,-2540.0,-1675.0,-30.5,-3577.5,-3585.5
3823,09:30:28.982,-2531.0,-1696.0,-31.5,-3566.5,-3571.5
3825,09:30:28.984,-2523.5,-1748.5,-31.5,-3553.5,-3567.5
3827,09:30:28.986,-2515.0,-1809.0,-30.5,-3531.0,-3568.5
3829,09:30:28.988,-2509.0,-1450.5,-29.5,-3502.0,-3570.0
3831,09:30:28.990,-2504.5,3.0,-29.5,-3490.0,-3563.0
3833,09:30:28.992,-2500.5,-239.0,-30.0,-3487.0,-3554.0
3835,09:30:28.994,-2497.0,-189.5,-30.5,-3490.5,-3540.0
3837,09:30:28.996,-2495.0,-60.5,-31.0,-3498.5,-3529.5
3839,09:30:28.998,-2492.0,108.0,-31.0,-3502.0,-3523.0
3841,09:30:29,-2488.5,252.5,-31.5,-3498.5,-3522.0
3843,09:30:29.002,-2481.5,319.0,-31.5,-3486.0,-3526.0
3845,09:30:29.004,-2474.0,288.5,-32.0,-3466.0,-3527.0
3847,09:30:29.006,-2464.5,175.5,-32.5,-3444.0,-3521.5
3849,09:30:29.008,-2455.5,30.5,-33.5,-3425.5,-3507.5
3851,09:30:29.010,-2448.0,177.5,-34.0,-3413.5,-3482.5
3853,09:30:29.012,-2445.0,527.5,-34.0,-1689.5,-3462.5
3855,09:30:29.014,-2440.0,451.5,-34.0,3260.0,-3451.5
3857,09:30:29.016,-2436.5,554.0,-34.5,2425.5,-3441.5
3859,09:30:29.018,-2435.0,709.0,-34.5,2370.5,-3447.5
3861,09:30:29.020,-2433.5,862.0,-34.5,2656.0,-3462.5
3863,09:30:29.022,-2431.5,957.0,-35.0,3194.0,-3166.5
3865,09:30:29.024,-2423.0,967.5,-35.5,3809.5,-2556.5
3867,09:30:29.026,-2416.0,1722.0,-35.5,4117.5,-2440.0
3869,09:30:29.028,-2405.0,2259.0,-35.5,4162.5,-1997.0
3871,09:30:29.030,-2396.5,1925.5,-36.5,3905.0,-2020.0
3873,09:30:29.032,-2388.5,1873.0,-37.5,3471.0,-1562.5
3875,09:30:29.034,-2385.0,2452.5,-38.0,3027.0,-748.5
3877,09:30:29.036,-2382.5,2919.5,-37.5,2727.0,-492.0
3879,09:30:29.038,-2381.0,3037.5,-36.5,2679.5,-518.5
3881,09:30:29.040,-2381.5,3746.5,-35.5,2882.5,-509.0
3883,09:30:29.042,-2270.5,4202.0,-34.0,2739.5,722.0
3885,09:30:29.044,-2219.0,4166.5,-32.5,2592.0,2175.5
3887,09:30:29.046,-1627.0,4204.5,-30.5,2870.0,2520.5
3889,09:30:29.048,-1128.5,4179.5,-27.5,2779.5,2908.5
3891,09:30:29.050,-1085.5,4087.5,-24.0,2395.0,3085.5
3893,09:30:29.052,-252.0,4062.5,-21.5,1849.0,3287.5
3895,09:30:29.054,387.0,4104.0,-19.5,1259.5,3541.5
3897,09:30:29.056,805.5,4191.0,-18.5,858.5,3743.0
3899,09:30:29.058,1153.5,4283.5,-17.0,683.5,3813.5
3901,09:30:29.060,1588.0,4345.5,-17.0,717.0,3731.0
3903,09:30:29.062,1987.0,4353.0,-18.5,964.0,3531.0
3905,09:30:29.064,2335.0,4304.5,-20.0,1247.5,3296.0
3907,09:30:29.066,2605.5,4221.0,-21.5,1323.5,3110.5
3909,09:30:29.068,2830.5,4135.0,-24.0,1250.0,3042.0
3911,09:30:29.070,3095.0,4073.5,-26.5,1081.0,3103.5
3913,09:30:29.072,3349.5,4057.0,-29.5,796.0,3266.0
3915,09:30:29.074,3533.0,4083.5,-33.0,496.0,3457.0
3917,09:30:29.076,3700.0,4136.0,-35.5,339.0,3606.5
3919,09:30:29.078,3756.5,4187.5,-37.0,256.0,3652.5
3921,09:30:29.080,3801.0,4217.5,-39.5,285.5,3582.5
3923,09:30:29.082,3938.5,4215.5,-42.0,500.5,3429.0
3925,09:30:29.084,4292.5,4181.0,-45.0,722.0,3251.0
3927,09:30:29.086,4521.0,4129.0,-47.5,902.5,3113.5
3929,09:30:29.088,4449.5,4076.0,-48.5,852.5,3063.5
3931,09:30:29.090,4376.0,4042.5,-47.5,711.5,3112.5
3933,09:30:29.092,4334.0,4035.5,-45.5,505.0,3233.0
3935,09:30:29.094,4329.0,4048.5,-43.5,336.5,3372.0
3937,09:30:29.096,4361.0,4074.0,-41.5,210.5,3475.0
3939,09:30:29.098,4411.0,4096.0,-40.5,253.5,3499.5
3941,09:30:29.100,4459.5,4105.5,-40.0,304.0,3447.0
3943,09:30:29.102,4479.5,4096.5,-40.0,427.0,3332.0
3945,09:30:29.104,4469.5,4035.0,-40.0,460.0,3207.0
3947,09:30:29.106,4424.5,3821.5,-42.0,428.5,3110.0
3949,09:30:29.108,4367.5,3791.0,-44.5,388.0,3077.0
3951,09:30:29.110,4313.0,3890.5,-47.5,327.0,3113.0
3953,09:30:29.112,4284.5,3904.0,-50.0,111.0,3197.5
3955,09:30:29.114,4277.5,3856.5,-51.5,-3.0,3289.0
3957,09:30:29.116,4297.5,3775.5,-52.0,-124.5,3355.0
3959,09:30:29.118,4333.0,3474.0,-51.5,-253.0,3366.5
3961,09:30:29.120,4361.0,3071.5,-51.0,-252.5,3324.5
3963,09:30:29.122,4372.5,2495.0,-51.0,-213.5,3245.5
3965,09:30:29.124,4360.0,2027.5,-51.0,-150.0,3159.5
3967,09:30:29.126,4327.5,1718.5,-51.0,-70.0,3097.5
3969,09:30:29.128,4286.5,1534.0,-52.5,-31.5,3077.5
3971,09:30:29.130,4248.0,1467.0,-53.5,-15.5,3102.0
3973,09:30:29.132,4224.5,1561.0,-56.0,-33.5,3152.5
3975,09:30:29.134,4221.5,1596.0,-58.5,-58.5,3207.0
3977,09:30:29.136,4233.5,1529.5,-61.0,-59.0,3245.5
3979,09:30:29.138,4252.5,1482.0,-63.0,-85.5,3246.5
3981,09:30:29.140,4267.5,1520.0,-65.0,-43.0,3215.0
3983,09:30:29.142,4269.0,1722.0,-66.0,57.0,3164.0
3985,09:30:29.144,4258.0,2027.5,-66.5,168.0,3110.5
3987,09:30:29.146,4232.5,2204.0,-66.0,250.0,3074.5
3989,09:30:29.148,4204.5,2237.5,-66.0,318.0,3064.5
3991,09:30:29.150,4181.0,2150.5,-66.5,365.5,3080.5
3993,09:30:29.152,4165.5,2006.0,-66.0,374.5,3106.5
3995,09:30:29.154,4160.0,1925.5,-65.0,423.0,3133.0
3997,09:30:29.156,4166.0,1907.5,-64.5,431.0,3146.0
3999,09:30:29.158,4171.5,1978.0,-63.5,437.0,3140.5
4001,09:30:29.160,4174.5,2102.0,-62.0,488.0,3116.5
4003,09:30:29.162,4171.0,2191.0,-60.5,499.5,3084.0
4005,09:30:29.164,4161.5,2288.0,-59.0,498.5,3060.0
4007,09:30:29.166,4143.0,2356.0,-58.0,520.0,3042.0
4009,09:30:29.168,4124.5,2320.5,-57.5,524.5,3037.0
4011,09:30:29.170,4109.5,2228.0,-57.0,524.5,3042.0
4013,09:30:29.172,4098.0,2138.5,-57.0,545.0,3053.0
4015,09:30:29.174,4094.5,2073.5,-56.5,580.5,3058.5
4017,09:30:29.176,4092.0,1983.5,-57.0,604.0,3055.0
4019,09:30:29.178,4091.0,1934.0,-58.0,589.5,3045.5
4021,09:30:29.180,4086.0,1927.0,-59.0,560.0,3030.5
4023,09:30:29.182,4080.0,1927.5,-61.0,566.0,3015.5
4025,09:30:29.184,4069.5,1867.0,-63.5,565.5,3002.5
4027,09:30:29.186,4055.5,1860.0,-66.5,563.0,2999.0
4029,09:30:29.188,4045.5,1846.5,-69.5,569.5,3001.0
4031,09:30:29.190,4034.5,1793.5,-72.0,580.5,3000.5
4033,09:30:29.192,4029.5,1773.5,-74.0,634.5,2996.0
4035,09:30:29.194,4023.0,1663.5,-77.0,623.5,2987.5
4037,09:30:29.196,4019.0,1599.0,-80.5,586.5,2975.5
4039,09:30:29.198,4010.0,1611.0,-82.5,574.5,2961.5
4041,09:30:29.200,4001.5,1641.0,-84.5,584.5,2951.5
4043,09:30:29.202,3991.5,1676.5,-86.5,572.5,2946.0
4045,09:30:29.204,3980.5,1712.0,-89.0,533.0,2948.5
4047,09:30:29.206,3972.0,1695.0,-91.5,461.0,2953.0
4049,09:30:29.208,3965.5,1668.0,-94.0,447.5,2953.5
4051,09:30:29.210,3960.5,1594.5,-97.0,485.0,2951.5
4053,09:30:29.212,3957.0,1474.5,-99.0,494.0,2938.5
4055,09:30:29.214,3952.0,1394.0,-100.0,471.0,2915.0
4057,09:30:29.216,3942.0,1299.5,-101.0,460.5,2787.0
4059,09:30:29.218,3932.5,1194.5,-101.5,386.5,2668.5
4061,09:30:29.220,3919.5,1130.0,-102.0,284.0,2583.5
4063,09:30:29.222,3907.0,1091.0,-103.0,198.0,2489.5
4065,09:30:29.224,3898.5,1086.5,-105.0,134.5,2396.0
4067,09:30:29.226,3891.0,1035.0,-106.5,36.0,2285.0
4069,09:30:29.228,3889.5,1017.0,-106.5,-13.5,2171.5
4071,09:30:29.230,3886.0,1007.5,-106.0,-25.0,2059.5
4073,09:30:29.232,3884.0,982.0,-106.0,-57.0,1905.5
4075,09:30:29.234,3876.5,994.5,-106.0,-42.0,1804.5
4077,09:30:29.236,3867.5,987.5,-105.0,-34.5,1730.0
4079,09:30:29.238,3853.5,860.5,-103.0,-148.5,1595.5
4081,09:30:29.240,3839.5,785.5,-101.0,-271.0,1504.0
4083,09:30:29.242,3826.5,760.5,-99.0,-386.0,1448.5
4085,09:30:29.244,3817.0,726.5,-97.0,-517.5,1407.5
4087,09:30:29.246,3812.5,698.5,-95.0,-602.5,1386.5
4089,09:30:29.248,3811.0,665.5,-92.5,-671.5,1352.0
4091,09:30:29.250,3810.0,615.0,-89.0,-727.5,1304.5
4093,09:30:29.252,3807.0,549.0,-85.5,-749.5,1227.0
4095,09:30:29.254,3801.0,532.0,-82.5,-748.5,1185.0
4097,09:30:29.256,3792.0,544.0,-79.0,-766.5,1162.5
4099,09:30:29.258,3778.0,489.0,-76.0,-756.5,1125.0
4101,09:30:29.260,3762.5,404.5,-74.0,-783.5,1061.0
4103,09:30:29.262,3732.5,371.5,-72.0,-816.0,1050.5
4105,09:30:29.264,3675.5,332.0,-69.5,-846.5,1036.0
4107,09:30:29.266,3609.5,285.0,-65.5,-908.5,997.0
4109,09:30:29.268,3565.0,260.0,-60.5,-981.5,944.5
4111,09:30:29.270,3532.0,235.0,-55.0,-1023.0,887.0
4113,09:30:29.272,3439.5,154.5,-49.0,-1070.5,785.5
4115,09:30:29.274,3409.5,115.0,-44.0,-1090.0,718.5
4117,09:30:29.276,3368.5,70.0,-38.5,-1087.0,708.0
4119,09:30:29.278,3328.0,18.5,-33.5,-1165.0,668.5
4121,09:30:29.280,3257.5,-47.5,-28.0,-1226.0,657.5
4123,09:30:29.282,3141.5,-122.0,-21.5,-1278.5,635.5
4125,09:30:29.284,3071.0,-144.0,-14.5,-1310.5,652.5
4127,09:30:29.286,2966.5,-168.0,-7.5,-1369.5,666.0
4129,09:30:29.288,2907.5,-199.5,0.0,-1433.0,633.5
4131,09:30:29.290,2923.5,-193.5,6.5,-1444.5,608.5
4133,09:30:29.292,2948.5,-157.5,12.5,-1391.0,593.0
4135,09:30:29.294,2922.5,-170.0,18.5,-1340.5,553.5
4137,09:30:29.296,2879.0,-152.0,23.5,-1285.0,525.5
4139,09:30:29.298,2938.5,-104.0,28.5,-1250.0,472.0
4141,09:30:29.300,2806.5,-95.5,33.5,-1273.0,387.0
4143,09:30:29.302,2588.5,-84.5,39.0,-1316.5,356.5
4145,09:30:29.304,2413.0,-94.5,45.0,-1377.0,335.5
4147,09:30:29.306,2276.5,-113.5,51.0,-1439.5,295.5
4149,09:30:29.308,2225.0,-77.0,57.0,-1452.0,304.5
4151,09:30:29.310,2130.5,-8.5,63.5,-1473.0,335.0
4153,09:30:29.312,1968.0,6.5,69.5,-1506.5,351.0
4155,09:30:29.314,1753.0,-36.5,75.5,-1549.5,378.5
4157,09:30:29.316,1572.0,-47.5,82.0,-1550.0,407.5
4159,09:30:29.318,1439.0,-48.0,89.5,-1544.0,474.5
4161,09:30:29.320,1367.0,-32.0,98.0,-1538.0,583.0
4163,09:30:29.322,1315.5,9.5,106.0,-1566.0,648.5
4165,09:30:29.324,1288.5,31.5,113.0,-1625.5,726.5
4167,09:30:29.326,1303.5,88.0,118.5,-1635.0,871.0
4169,09:30:29.328,1242.5,134.5,125.5,-1612.5,995.5
4171,09:30:29.330,1098.5,139.0,133.5,-1606.0,1046.5
4173,09:30:29.332,1021.5,239.5,141.0,-1521.0,1157.5
4175,09:30:29.334,953.0,356.0,147.0,-1405.5,1218.0
4177,09:30:29.336,940.5,437.5,152.5,-1305.0,1245.5
4179,09:30:29.338,979.5,505.0,158.0,-1239.0,1288.0
4181,09:30:29.340,987.5,552.0,163.5,-1191.5,1351.0
4183,09:30:29.342,983.5,604.0,169.0,-1114.0,1420.5
4185,09:30:29.344,970.0,635.0,175.0,-1037.0,1470.5
4187,09:30:29.346,1086.5,746.0,183.0,-927.5,1576.0
4189,09:30:29.348,1265.5,834.5,190.0,-797.5,1629.5
4191,09:30:29.350,1341.0,915.0,196.5,-661.5,1649.0
4193,09:30:29.352,1194.0,866.5,202.0,-577.0,1570.5
4195,09:30:29.354,928.5,682.5,207.5,-595.0,1385.5
4197,09:30:29.356,700.0,601.5,215.5,-667.5,1244.5
4199,09:30:29.358,541.0,514.5,225.0,-827.0,1130.0
4201,09:30:29.360,412.5,355.0,232.5,-960.0,993.0
4203,09:30:29.362,322.5,269.0,239.5,-1049.0,902.5
4205,09:30:29.364,178.5,187.5,245.5,-1156.5,764.5
4207,09:30:29.366,116.0,185.5,251.5,-1316.0,650.0
4209,09:30:29.368,159.0,294.5,258.5,-1399.0,645.0
4211,09:30:29.370,170.0,377.0,265.0,-1432.0,664.0
4213,09:30:29.372,143.0,418.0,271.0,-1487.0,642.5
4215,09:30:29.374,157.5,488.5,275.5,-1453.0,607.0
4217,09:30:29.376,220.0,541.5,280.0,-1382.5,615.5
4219,09:30:29.378,326.5,627.5,285.5,-1295.0,690.0
4221,09:30:29.380,468.5,770.0,291.5,-1118.5,823.5
4223,09:30:29.382,657.5,943.5,296.5,-887.5,983.5
4225,09:30:29.384,828.0,1052.0,301.0,-652.0,1055.5
4227,09:30:29.386,935.0,1060.0,306.0,-494.5,1048.5
4229,09:30:29.388,1064.5,1074.5,309.0,-369.0,1080.0
4231,09:30:29.390,1206.5,1128.0,310.5,-256.5,1138.5
4233,09:30:29.392,1326.5,1184.5,313.0,-129.5,1198.0
4235,09:30:29.394,1483.0,1241.0,316.5,8.5,1245.0
4237,09:30:29.396,1657.5,1350.0,320.5,164.5,1318.5
4239,09:30:29.398,1746.5,1432.5,324.5,317.0,1321.5
4241,09:30:29.400,1745.5,1439.0,328.5,398.0,1168.0
4243,09:30:29.402,1784.5,1504.0,331.5,467.0,983.0
4245,09:30:29.404,1843.5,1630.0,334.5,511.5,849.0
4247,09:30:29.406,1843.0,1664.0,338.0,485.0,751.0
4249,09:30:29.408,1840.5,1644.0,340.5,434.0,784.0
4251,09:30:29.410,1845.0,1622.5,341.5,387.0,916.5
4253,09:30:29.412,1865.5,1643.5,342.5,384.0,1069.5
4255,09:30:29.414,1951.0,1719.0,344.5,380.5,1212.5
