,TIME,EMG1,EMG2,IO,EMG3,EMG4
2685,09:30:27.844,2508.0,-1229.5,11.0,580.5,-931.0
2687,09:30:27.846,2404.5,-1154.0,11.5,507.0,-931.5
2689,09:30:27.848,2295.5,-1108.5,12.0,434.0,-873.5
2691,09:30:27.850,2176.0,-1073.5,12.0,384.5,-768.0
2693,09:30:27.852,2109.0,-1035.5,12.0,379.0,-660.0
2695,09:30:27.854,2010.0,-1049.5,11.0,371.5,-589.0
2697,09:30:27.856,1842.0,-1062.0,10.5,356.0,-544.5
2699,09:30:27.858,1754.5,-987.0,10.5,371.5,-483.0
2701,09:30:27.860,1658.5,-927.5,10.5,439.0,-412.5
2703,09:30:27.862,1563.0,-905.0,10.0,523.5,-334.0
2705,09:30:27.864,1418.0,-987.5,10.0,577.5,-282.0
2707,09:30:27.866,1307.5,-971.5,9.5,625.0,-213.0
2709,09:30:27.868,1163.5,-987.5,8.0,641.5,-139.5
2711,09:30:27.870,1071.5,-962.0,6.5,701.0,-1.5
2713,09:30:27.872,951.0,-965.5,6.5,713.5,111.5
2715,09:30:27.874,862.0,-900.0,6.0,734.5,228.0
2717,09:30:27.876,763.0,-904.5,6.0,736.0,309.0
2719,09:30:27.878,723.0,-852.5,6.0,727.5,386.5
2721,09:30:27.880,678.0,-794.5,5.5,728.5,461.0
2723,09:30:27.882,622.0,-783.0,5.5,726.5,557.5
2725,09:30:27.884,562.5,-727.5,5.5,778.0,631.5
2727,09:30:27.886,572.5,-585.5,5.0,865.0,764.5
2729,09:30:27.888,547.0,-484.0,4.0,781.5,912.0
2731,09:30:27.890,474.5,-307.0,4.5,614.5,1081.0
2733,09:30:27.892,467.0,-169.5,5.5,493.0,1186.5
2735,09:30:27.894,495.5,-415.5,6.5,463.5,1083.5
2737,09:30:27.896,484.5,-546.0,7.5,451.5,1085.5
2739,09:30:27.898,618.0,-682.5,8.5,521.5,1097.0
2741,09:30:27.900,738.0,-764.0,10.0,611.0,1045.0
2743,09:30:27.902,852.5,-742.0,11.5,705.0,1008.5
2745,09:30:27.904,901.5,-855.5,12.5,734.5,816.5
2747,09:30:27.906,917.5,-936.5,12.5,774.5,642.0
2749,09:30:27.908,971.5,-1049.5,13.0,796.5,529.5
2751,09:30:27.910,1002.5,-1153.0,13.0,781.0,394.0
2753,09:30:27.912,990.0,-1210.0,12.5,792.0,299.5
2755,09:30:27.914,990.5,-1195.5,11.5,762.5,259.5
2757,09:30:27.916,970.0,-1058.5,11.5,662.5,244.5
2759,09:30:27.918,935.5,-998.5,11.0,529.5,218.5
2761,09:30:27.920,938.5,-992.5,11.0,457.0,239.5
2763,09:30:27.922,967.5,-1022.5,10.5,394.0,235.5
2765,09:30:27.924,944.0,-1077.0,9.5,401.5,214.5
2767,09:30:27.926,863.5,-1097.5,8.5,403.5,202.5
2769,09:30:27.928,807.0,-1124.0,8.5,395.5,258.0
2771,09:30:27.930,785.0,-1168.0,8.5,389.0,309.5
2773,09:30:27.932,774.0,-1130.0,9.5,475.0,361.0
2775,09:30:27.934,720.0,-1096.5,10.5,412.5,392.5
2777,09:30:27.936,644.5,-1036.0,12.0,346.5,450.5
2779,09:30:27.938,555.0,-1004.5,13.5,284.0,548.5
2781,09:30:27.940,488.5,-1040.0,14.5,251.0,635.0
2783,09:30:27.942,454.5,-992.0,14.5,199.0,726.0
2785,09:30:27.944,433.0,-923.5,14.0,154.0,831.5
2787,09:30:27.946,433.0,-937.5,13.5,107.5,931.0
2789,09:30:27.948,462.0,-936.5,12.5,62.0,1002.5
2791,09:30:27.950,516.5,-903.0,12.0,42.5,1086.5
2793,09:30:27.952,501.0,-896.5,12.0,38.5,1152.5
2795,09:30:27.954,429.5,-856.5,12.0,-3.5,1194.0
2797,09:30:27.956,355.5,-824.0,11.5,-55.0,1244.5
2799,09:30:27.958,302.0,-812.5,11.0,-69.5,1377.0
2801,09:30:27.960,306.5,-793.0,10.0,-67.5,1530.5
2803,09:30:27.962,318.5,-850.0,8.5,-64.5,1605.5
2805,09:30:27.964,300.0,-922.0,7.0,-52.0,1637.0
2807,09:30:27.966,258.5,-996.0,6.0,20.5,1721.0
2809,09:30:27.968,247.0,-1036.0,6.0,96.0,1859.0
2811,09:30:27.970,218.5,-1080.0,7.5,125.5,1963.5
2813,09:30:27.972,232.0,-1039.5,9.5,198.0,2030.0
2815,09:30:27.974,264.5,-956.5,11.0,263.5,2091.0
2817,09:30:27.976,290.0,-918.5,12.5,290.5,2164.0
2819,09:30:27.978,353.0,-901.5,14.0,366.5,2215.0
2821,09:30:27.980,414.5,-911.5,16.5,488.0,2283.5
2823,09:30:27.982,394.0,-1039.0,19.0,554.0,2377.5
2825,09:30:27.984,378.0,-1178.5,21.0,584.5,2468.5
2827,09:30:27.986,363.0,-1240.5,21.0,590.5,2509.5
2829,09:30:27.988,338.5,-1254.0,20.0,596.0,2503.0
2831,09:30:27.990,346.0,-1298.0,17.5,648.0,2518.0
2833,09:30:27.992,361.0,-1297.0,14.0,734.0,2553.5
2835,09:30:27.994,342.0,-1323.5,10.5,807.5,2559.5
2837,09:30:27.996,397.5,-1374.5,7.0,915.5,2608.0
2839,09:30:27.998,462.5,-1405.5,3.5,973.0,2698.0
2841,09:30:28,547.5,-1376.5,1.0,991.0,2805.0
2843,09:30:28.002,614.0,-1289.5,-0.5,895.5,2803.0
2845,09:30:28.004,637.5,-1173.5,-1.0,761.0,2740.5
2847,09:30:28.006,602.0,-1309.0,0.0,624.5,2721.0
2849,09:30:28.008,653.0,-1448.5,1.5,603.5,2797.0
2851,09:30:28.010,693.0,-1581.5,3.0,586.5,2832.5
2853,09:30:28.012,741.5,-1645.0,5.0,537.0,2807.5
2855,09:30:28.014,817.0,-1585.0,6.5,494.0,2722.5
2857,09:30:28.016,882.0,-1561.0,9.0,412.5,2669.5
2859,09:30:28.018,963.5,-1598.5,11.5,382.5,2705.5
2861,09:30:28.020,1067.0,-1713.0,14.5,388.0,2760.0
2863,09:30:28.022,1132.5,-1772.5,17.0,346.0,2826.0
2865,09:30:28.024,1167.5,-1795.5,19.5,311.5,2827.0
2867,09:30:28.026,1185.0,-1755.0,22.0,281.0,2758.5
2869,09:30:28.028,1223.0,-1656.5,24.0,209.0,2642.0
2871,09:30:28.030,1215.5,-1586.5,25.5,129.5,2547.0
2873,09:30:28.032,1191.0,-1534.5,26.0,74.5,2498.0
2875,09:30:28.034,1199.5,-1511.0,25.5,71.5,2452.0
2877,09:30:28.036,1175.5,-1469.0,24.5,6.5,2384.5
2879,09:30:28.038,1194.0,-1401.5,24.0,-38.5,2352.5
2881,09:30:28.040,1228.0,-1360.0,24.5,-75.0,2337.0
2883,09:30:28.042,1263.5,-1312.5,25.5,-112.5,2285.0
2885,09:30:28.044,1299.5,-1226.5,26.0,-138.0,2215.0
2887,09:30:28.046,1352.0,-1176.0,26.0,-159.0,2167.0
2889,09:30:28.048,1354.5,-1191.0,25.0,-200.5,2137.5
2891,09:30:28.050,1342.0,-1223.0,23.0,-212.0,2129.0
2893,09:30:28.052,1311.5,-1265.0,20.0,-208.0,2113.0
2895,09:30:28.054,1294.5,-1280.0,16.5,-234.5,2135.5
2897,09:30:28.056,1234.0,-1313.0,14.5,-214.5,2118.0
2899,09:30:28.058,1127.0,-1396.0,14.0,-170.5,1984.0
2901,09:30:28.060,1089.0,-1348.0,13.5,-127.5,1897.5
2903,09:30:28.062,1047.0,-1288.0,13.0,-73.0,1805.0
2905,09:30:28.064,951.5,-1293.0,13.5,-92.0,1641.0
2907,09:30:28.066,807.0,-1323.5,13.0,-123.0,1525.5
2909,09:30:28.068,714.0,-1277.0,12.5,-156.5,1459.0
2911,09:30:28.070,715.0,-1175.0,12.5,-189.0,1380.0
2913,09:30:28.072,688.5,-1166.0,13.5,-229.5,1272.0
2915,09:30:28.074,632.5,-1246.5,15.5,-295.5,1165.5
2917,09:30:28.076,650.5,-1337.0,17.0,-298.5,1153.5
2919,09:30:28.078,718.5,-1375.0,17.5,-298.0,1160.0
2921,09:30:28.080,704.5,-1369.0,18.5,-306.5,1163.5
2923,09:30:28.082,534.0,-1358.0,19.0,-284.0,1131.0
2925,09:30:28.084,332.5,-1346.0,19.5,-274.5,1050.5
2927,09:30:28.086,267.0,-1319.0,19.0,-276.5,1018.0
2929,09:30:28.088,295.5,-1241.0,18.0,-279.5,1037.5
2931,09:30:28.090,234.5,-1199.5,17.0,-285.5,999.5
2933,09:30:28.092,111.5,-1181.0,16.0,-234.5,869.5
2935,09:30:28.094,-30.5,-1160.0,14.0,-197.0,760.0
2937,09:30:28.096,-139.0,-1089.5,11.5,-153.5,722.5
2939,09:30:28.098,-215.0,-1048.5,8.5,-12.5,705.5
2941,09:30:28.100,-243.5,-1036.5,6.5,167.0,684.5
2943,09:30:28.102,-276.5,-1018.5,5.0,238.0,692.0
2945,09:30:28.104,-301.0,-1027.5,4.5,265.0,701.5
2947,09:30:28.106,-337.5,-1065.0,4.0,305.0,665.5
2949,09:30:28.108,-367.5,-1082.5,3.5,390.0,683.5
2951,09:30:28.110,-424.5,-1068.5,3.0,473.0,753.0
2953,09:30:28.112,-551.5,-1036.0,2.5,520.0,827.0
2955,09:30:28.114,-697.5,-1076.5,2.0,544.5,889.5
2957,09:30:28.116,-769.5,-1082.0,1.0,603.5,933.0
2959,09:30:28.118,-824.0,-1039.5,0.0,645.5,988.0
2961,09:30:28.120,-848.5,-947.0,-1.5,682.0,1059.0
2963,09:30:28.122,-870.5,-928.0,-2.0,747.0,1162.5
2965,09:30:28.124,-953.0,-910.0,-2.5,786.5,1248.0
2967,09:30:28.126,-1064.5,-909.5,-3.0,812.0,1333.0
2969,09:30:28.128,-1132.0,-928.5,-4.0,826.5,1409.0
2971,09:30:28.130,-1158.0,-971.0,-5.0,762.0,1450.0
2973,09:30:28.132,-1052.5,-863.5,-5.5,752.0,1666.5
2975,09:30:28.134,-943.0,-806.0,-4.0,755.5,1857.0
2977,09:30:28.136,-908.5,-712.0,-2.0,744.5,1836.5
2979,09:30:28.138,-796.5,-658.0,-0.5,764.5,1888.5
2981,09:30:28.140,-762.0,-620.5,0.0,693.0,2004.0
2983,09:30:28.142,-819.0,-629.5,1.5,636.5,2200.0
2985,09:30:28.144,-809.5,-638.5,2.0,668.0,2396.5
2987,09:30:28.146,-741.5,-589.5,1.5,739.5,2571.5
2989,09:30:28.148,-676.0,-558.0,1.0,846.5,2817.0
2991,09:30:28.150,-672.0,-524.0,0.5,813.0,2967.0
2993,09:30:28.152,-563.0,-371.5,0.0,831.0,3019.0
2995,09:30:28.154,-302.5,-261.0,-1.0,866.5,3078.5
2997,09:30:28.156,-141.5,-409.0,-2.0,765.0,3127.0
2999,09:30:28.158,-53.0,-689.0,-3.5,656.0,3140.0
3001,09:30:28.160,-31.5,-986.0,-5.0,614.5,3115.0
3003,09:30:28.162,-23.0,-1177.0,-7.0,644.0,3060.5
3005,09:30:28.164,-2.5,-1288.0,-9.0,597.0,2997.0
3007,09:30:28.166,-69.0,-1410.5,-11.0,511.5,2944.5
3009,09:30:28.168,-143.5,-1504.5,-12.0,440.0,2921.0
3011,09:30:28.170,-228.0,-1601.0,-12.5,387.5,2932.5
3013,09:30:28.172,-314.5,-1817.5,-12.0,439.0,2964.5
3015,09:30:28.174,-487.0,-2265.5,-12.0,644.5,3006.5
3017,09:30:28.176,-701.0,-2726.5,-12.5,915.0,3040.0
3019,09:30:28.178,-816.0,-3108.0,-13.0,983.5,3047.0
3021,09:30:28.180,-793.0,-3197.5,-14.0,838.0,3027.5
3023,09:30:28.182,-760.5,-3122.5,-15.5,624.5,2988.0
3025,09:30:28.184,-683.0,-3143.5,-17.0,505.0,2942.5
3027,09:30:28.186,-568.0,-3223.5,-17.0,495.0,2904.0
3029,09:30:28.188,-483.5,-3190.0,-16.0,494.0,2887.0
3031,09:30:28.190,-412.5,-2937.0,-14.5,377.0,2890.5
3033,09:30:28.192,-361.0,-2681.5,-14.0,231.5,2910.0
3035,09:30:28.194,-382.5,-2438.5,-13.5,128.5,2936.0
3037,09:30:28.196,-437.0,-2131.5,-12.5,37.5,2954.5
3039,09:30:28.198,-494.0,-1827.5,-11.5,-23.0,2958.0
3041,09:30:28.200,-533.5,-1552.5,-10.5,-51.5,2944.5
3043,09:30:28.202,-531.0,-1353.0,-9.0,-30.0,2917.5
3045,09:30:28.204,-519.0,-1244.5,-8.0,-48.0,2885.0
3047,09:30:28.206,-445.5,-1105.5,-6.5,-89.5,2775.5
3049,09:30:28.208,-351.5,-1059.0,-4.5,-130.5,2572.0
3051,09:30:28.210,-253.5,-1063.5,-4.0,-175.5,2415.0
3053,09:30:28.212,-242.5,-1006.0,-4.0,-271.5,2324.0
3055,09:30:28.214,-213.5,-906.5,-3.5,-387.5,2242.5
3057,09:30:28.216,-260.0,-846.0,-2.5,-471.0,2114.0
3059,09:30:28.218,-303.0,-673.0,-2.5,-514.0,2033.0
3061,09:30:28.220,-250.5,-489.5,-4.5,-496.5,2022.0
3063,09:30:28.222,-203.5,-367.0,-6.0,-435.5,1975.0
3065,09:30:28.224,-147.0,-233.0,-7.0,-338.5,1844.5
3067,09:30:28.226,-75.0,-196.5,-6.5,-220.0,1734.5
3069,09:30:28.228,-23.5,-198.0,-4.0,-139.5,1672.5
3071,09:30:28.230,-3.0,-177.5,-1.0,-80.5,1622.5
3073,09:30:28.232,40.5,-138.5,2.0,-24.0,1596.5
3075,09:30:28.234,86.5,-71.5,5.0,-16.0,1625.0
3077,09:30:28.236,126.5,96.0,7.5,4.0,1671.5
3079,09:30:28.238,114.0,255.0,9.5,70.0,1533.5
3081,09:30:28.240,-59.5,271.0,12.0,24.0,1253.5
3083,09:30:28.242,-294.5,144.0,14.5,-67.5,928.0
3085,09:30:28.244,-431.5,-72.0,16.5,-244.5,782.5
3087,09:30:28.246,-556.5,-172.5,17.5,-480.5,680.0
3089,09:30:28.248,-666.5,-303.5,18.5,-629.0,612.5
3091,09:30:28.250,-803.5,-422.5,18.0,-791.5,440.5
3093,09:30:28.252,-952.0,-575.0,17.5,-1003.5,289.5
3095,09:30:28.254,-967.5,-649.0,18.0,-1331.0,278.5
3097,09:30:28.256,-960.0,-680.5,20.0,-1692.5,291.0
3099,09:30:28.258,-881.0,-703.5,22.0,-1979.0,354.0
3101,09:30:28.260,-873.0,-1135.0,23.5,-2173.0,579.5
3103,09:30:28.262,-886.0,-1349.5,25.0,-2286.5,1021.5
3105,09:30:28.264,-869.5,-1387.5,26.0,-2376.0,1593.5
3107,09:30:28.266,-786.5,-1464.5,26.0,-2325.0,1851.5
3109,09:30:28.268,-573.0,-1340.0,27.5,-2193.0,1816.0
3111,09:30:28.270,-391.5,-1133.0,29.0,-2093.5,1720.5
3113,09:30:28.272,-246.5,-930.5,30.0,-2039.0,1424.5
3115,09:30:28.274,-127.0,-766.5,30.5,-1999.0,1024.5
3117,09:30:28.276,154.0,-583.0,31.5,-1932.5,815.0
3119,09:30:28.278,418.5,-298.0,33.0,-1839.0,788.5
3121,09:30:28.280,586.5,51.0,34.5,-1754.0,714.5
3123,09:30:28.282,734.5,429.0,36.0,-1620.5,587.0
3125,09:30:28.284,792.5,775.0,37.5,-1490.5,493.5
3127,09:30:28.286,903.5,1030.5,38.5,-1376.5,366.5
3129,09:30:28.288,1069.5,1162.0,39.5,-1266.5,279.0
3131,09:30:28.290,1219.0,1186.5,41.0,-1220.0,211.0
3133,09:30:28.292,1330.0,1179.0,41.5,-1190.0,248.5
3135,09:30:28.294,1276.0,1127.5,42.0,-1088.5,343.0
3137,09:30:28.296,1154.0,1092.0,42.0,-966.0,399.0
3139,09:30:28.298,1059.5,1113.5,42.0,-890.0,363.0
3141,09:30:28.300,1060.5,1234.5,42.0,-797.0,271.5
3143,09:30:28.302,1105.5,1386.5,41.5,-717.0,158.5
3145,09:30:28.304,1133.5,1509.5,40.0,-693.0,61.5
3147,09:30:28.306,1171.5,1596.5,38.5,-688.5,66.5
3149,09:30:28.308,1221.0,1642.0,37.0,-665.5,195.0
3151,09:30:28.310,1214.0,1632.5,34.5,-604.0,401.0
3153,09:30:28.312,1223.0,1602.0,31.5,-570.5,572.5
3155,09:30:28.314,1253.0,1564.0,28.0,-554.5,701.5
3157,09:30:28.316,1356.0,1631.0,25.5,-537.5,822.5
3159,09:30:28.318,1419.5,1741.0,25.0,-505.5,890.0
3161,09:30:28.320,1348.5,1834.0,25.5,-538.0,813.5
3163,09:30:28.322,1346.5,1929.0,25.0,-549.5,739.5
3165,09:30:28.324,1422.5,2009.0,24.5,-576.5,709.5
3167,09:30:28.326,1492.5,2108.5,22.5,-564.5,746.5
3169,09:30:28.328,1524.0,2151.5,21.0,-536.0,844.5
3171,09:30:28.330,1565.5,2218.0,19.5,-495.5,1018.5
3173,09:30:28.332,1504.0,2267.0,17.5,-465.0,1207.5
3175,09:30:28.334,1368.0,2347.0,14.5,-450.0,1385.0
3177,09:30:28.336,1288.5,2469.0,11.0,-422.5,1533.0
3179,09:30:28.338,1327.5,2491.0,7.5,-365.0,1519.5
3181,09:30:28.340,1407.5,2356.0,5.0,-307.0,1301.5
3183,09:30:28.342,1531.0,2294.0,3.0,-189.5,1077.5
3185,09:30:28.344,1595.5,2254.5,3.0,-75.5,920.5
3187,09:30:28.346,1593.0,2199.5,3.5,6.5,873.5
3189,09:30:28.348,1583.0,2142.5,4.5,59.0,888.5
3191,09:30:28.350,1649.5,2032.5,5.0,129.0,888.5
3193,09:30:28.352,1763.5,1928.5,5.0,258.0,848.5
3195,09:30:28.354,1843.0,1836.0,5.5,396.0,809.0
3197,09:30:28.356,1955.0,1793.5,6.5,533.5,773.0
3199,09:30:28.358,2162.0,1824.5,7.5,623.5,690.0
3201,09:30:28.360,2339.0,1883.0,8.0,747.5,589.0
3203,09:30:28.362,2357.0,1909.0,7.0,845.5,489.5
3205,09:30:28.364,2321.0,1872.0,5.5,903.0,409.5
3207,09:30:28.366,2362.0,1862.0,5.0,960.5,396.0
3209,09:30:28.368,2470.0,1848.0,4.5,1005.5,362.5
3211,09:30:28.370,2554.0,1795.5,3.0,1077.5,268.0
3213,09:30:28.372,2688.0,1723.5,1.0,1192.5,237.0
3215,09:30:28.374,2767.5,1639.0,0.0,1260.5,251.0
3217,09:30:28.376,2810.0,1695.0,-0.5,1322.5,225.0
3219,09:30:28.378,2807.0,1763.5,0.0,1386.5,180.5
3221,09:30:28.380,2912.0,1737.0,0.0,1429.5,213.0
3223,09:30:28.382,3083.5,1703.0,0.0,1449.0,299.0
3225,09:30:28.384,3272.5,1702.5,1.0,1439.5,404.5
3227,09:30:28.386,3422.5,1694.5,2.5,1444.5,429.5
3229,09:30:28.388,3568.5,1670.0,5.0,1482.5,454.0
3231,09:30:28.390,3597.5,1620.0,7.5,1523.0,414.0
3233,09:30:28.392,3493.5,1560.0,9.0,1572.5,412.0
3235,09:30:28.394,3408.0,1475.5,10.0,1601.5,423.0
3237,09:30:28.396,3369.0,1386.5,11.5,1618.5,429.5
3239,09:30:28.398,3393.0,1396.0,11.5,1683.5,544.0
3241,09:30:28.400,3315.0,1339.5,12.0,1644.5,549.0
3243,09:30:28.402,3248.5,1254.5,12.0,1637.0,514.0
3245,09:30:28.404,3150.5,1164.0,11.0,1662.0,533.5
3247,09:30:28.406,2989.0,1078.0,10.0,1644.5,505.5
3249,09:30:28.408,3004.5,1073.5,8.5,1669.0,450.5
3251,09:30:28.410,2899.0,1035.0,6.5,1697.5,352.0
3253,09:30:28.412,2754.5,936.0,5.0,1707.0,258.5
3255,09:30:28.414,2632.0,827.0,3.5,1713.0,198.0
3257,09:30:28.416,2566.5,736.5,1.5,1731.5,169.0
3259,09:30:28.418,2470.0,686.0,0.0,1754.0,171.0
3261,09:30:28.420,2320.5,626.0,-2.5,1814.0,194.5
3263,09:30:28.422,2213.5,565.5,-4.5,1825.5,193.0
3265,09:30:28.424,2090.5,467.5,-6.0,1792.0,171.5
3267,09:30:28.426,1959.5,334.0,-7.0,1752.5,168.0
3269,09:30:28.428,1864.0,238.5,-7.0,1701.0,177.0
3271,09:30:28.430,1718.5,207.0,-6.5,1574.0,137.5
3273,09:30:28.432,1535.0,218.5,-5.5,1486.5,67.5
3275,09:30:28.434,1331.0,199.0,-5.0,1440.5,13.5
3277,09:30:28.436,1171.5,119.0,-4.0,1428.5,-41.5
3279,09:30:28.438,1100.5,42.5,-3.0,1422.5,-77.5
3281,09:30:28.440,1070.0,10.0,-2.0,1429.0,-89.5
3283,09:30:28.442,1044.0,0.5,-1.5,1426.0,-115.5
3285,09:30:28.444,992.0,23.0,-0.5,1406.0,-140.0
3287,09:30:28.446,859.0,26.0,0.0,1389.0,-138.5
3289,09:30:28.448,743.0,0.0,0.0,1410.0,-166.5
3291,09:30:28.450,651.5,25.0,1.0,1456.5,-275.5
3293,09:30:28.452,558.5,76.0,2.0,1467.0,-424.0
3295,09:30:28.454,423.5,79.0,3.5,1398.5,-568.0
3297,09:30:28.456,306.5,28.0,5.0,1334.0,-658.0
3299,09:30:28.458,287.5,-34.0,6.5,1283.0,-740.5
3301,09:30:28.460,226.0,-134.0,7.5,1188.0,-818.5
3303,09:30:28.462,209.5,-192.5,8.0,1152.0,-811.0
3305,09:30:28.464,181.0,-244.5,7.5,1131.5,-843.5
3307,09:30:28.466,131.5,-309.0,6.5,1150.0,-899.0
3309,09:30:28.468,93.5,-262.0,5.5,1156.5,-918.0
3311,09:30:28.470,127.0,-206.5,4.5,1127.5,-882.5
3313,09:30:28.472,156.0,-181.5,4.0,1004.5,-800.0
3315,09:30:28.474,179.0,-146.5,4.0,781.0,-643.5
3317,09:30:28.476,225.5,-156.0,5.0,749.0,-561.5
3319,09:30:28.478,271.5,-223.5,7.0,823.0,-611.5
3321,09:30:28.480,374.0,-215.5,8.5,833.5,-670.0
3323,09:30:28.482,381.0,-198.0,9.5,747.0,-713.0
3325,09:30:28.484,403.5,-101.0,10.0,728.0,-707.5
3327,09:30:28.486,358.5,-86.5,9.5,584.0,-815.5
3329,09:30:28.488,429.0,-31.5,9.0,488.5,-855.5
3331,09:30:28.490,525.5,61.5,8.0,530.5,-857.0
3333,09:30:28.492,572.5,90.5,6.5,544.0,-923.0
3335,09:30:28.494,626.0,86.5,5.0,534.5,-987.5
3337,09:30:28.496,648.5,67.5,3.5,553.0,-983.5
3339,09:30:28.498,658.0,48.0,2.5,572.0,-957.0
3341,09:30:28.500,762.0,63.0,1.0,706.0,-857.5
3343,09:30:28.502,754.5,80.0,0.0,704.5,-786.5
3345,09:30:28.504,709.0,110.0,-1.0,610.0,-704.0
3347,09:30:28.506,653.0,60.0,-1.5,648.0,-648.0
3349,09:30:28.508,499.0,-10.0,-1.5,722.0,-686.0
3351,09:30:28.510,358.5,-81.0,-1.5,687.0,-661.5
3353,09:30:28.512,347.0,-90.5,-1.0,644.5,-527.5
3355,09:30:28.514,295.0,-45.0,-0.5,640.0,-478.0
3357,09:30:28.516,193.5,-97.0,-0.5,574.0,-551.5
3359,09:30:28.518,145.0,-150.0,-0.5,527.0,-616.0
3361,09:30:28.520,13.0,-217.5,0.0,478.0,-653.0
3363,09:30:28.522,-123.5,-246.5,0.0,473.0,-678.0
3365,09:30:28.524,-235.0,-288.0,0.0,495.0,-625.0
3367,09:30:28.526,-412.5,-410.5,0.0,510.0,-647.5
3369,09:30:28.528,-571.0,-489.5,0.0,570.5,-657.0
3371,09:30:28.530,-756.0,-546.0,0.0,558.0,-712.5
3373,09:30:28.532,-941.5,-593.0,0.0,500.0,-755.5
3375,09:30:28.534,-1099.5,-630.0,-1.0,466.0,-774.0
3377,09:30:28.536,-1267.0,-604.5,-2.5,457.0,-786.5
3379,09:30:28.538,-1458.0,-591.5,-3.5,455.0,-772.0
3381,09:30:28.540,-1661.0,-619.5,-4.0,422.5,-795.5
3383,09:30:28.542,-1827.0,-555.5,-4.5,361.5,-812.5
3385,09:30:28.544,-1988.0,-456.0,-4.0,220.5,-816.0
3387,09:30:28.546,-2196.0,-503.5,-3.5,131.5,-847.0
3389,09:30:28.548,-2398.0,-691.0,-3.0,303.0,-932.5
3391,09:30:28.550,-2631.5,-899.0,-2.5,545.5,-1106.0
3393,09:30:28.552,-2796.0,-952.5,-2.0,665.5,-1238.5
3395,09:30:28.554,-2895.0,-951.0,-2.0,665.0,-1319.0
3397,09:30:28.556,-2985.0,-1029.0,-2.0,602.5,-1441.5
3399,09:30:28.558,-3027.5,-1162.5,-1.5,598.5,-1551.0
3401,09:30:28.560,-3074.0,-1257.0,-1.0,687.0,-1588.5
3403,09:30:28.562,-3114.5,-1304.5,-0.5,800.0,-1574.5
3405,09:30:28.564,-3136.5,-1367.0,-1.0,816.5,-1596.5
3407,09:30:28.566,-3130.0,-1368.5,-1.5,751.0,-1598.5
3409,09:30:28.568,-3092.5,-1384.5,-2.5,688.5,-1539.5
3411,09:30:28.570,-3042.5,-1439.5,-3.0,627.5,-1478.5
3413,09:30:28.572,-2993.5,-1507.5,-3.5,571.0,-1454.5
3415,09:30:28.574,-2963.0,-1540.5,-4.0,516.5,-1450.5
3417,09:30:28.576,-2958.5,-1628.0,-5.0,396.5,-1498.0
3419,09:30:28.578,-2979.5,-1664.0,-6.5,257.5,-1566.5
3421,09:30:28.580,-3012.5,-1747.0,-8.5,146.0,-1666.0
3423,09:30:28.582,-3040.0,-1857.0,-10.5,105.0,-1753.0
3425,09:30:28.584,-2929.5,-1942.0,-11.0,105.0,-1823.5
3427,09:30:28.586,-2810.0,-1984.0,-10.5,90.5,-1862.5
3429,09:30:28.588,-2710.5,-1957.0,-9.5,28.0,-1839.0
3431,09:30:28.590,-2541.5,-1845.0,-9.5,-59.0,-1875.5
3433,09:30:28.592,-2397.5,-1778.5,-10.5,-94.0,-1910.0
3435,09:30:28.594,-2263.5,-1731.0,-11.0,-162.5,-1851.0
3437,09:30:28.596,-2083.5,-1850.0,-11.5,-202.5,-1815.0
3439,09:30:28.598,-1942.0,-2008.0,-13.0,-166.5,-1820.0
3441,09:30:28.600,-1831.0,-2015.5,-16.5,-195.5,-1779.5
3443,09:30:28.602,-1649.5,-2013.0,-18.0,-330.0,-1680.5
3445,09:30:28.604,-1493.5,-1996.0,-17.0,-452.0,-1643.5
3447,09:30:28.606,-1283.5,-2035.0,-17.0,-507.5,-1598.5
3449,09:30:28.608,-1113.0,-2082.0,-17.0,-553.0,-1592.0
3451,09:30:28.610,-961.5,-2025.5,-16.5,-563.5,-1604.5
3453,09:30:28.612,-837.0,-2009.0,-15.5,-597.0,-1667.5
3455,09:30:28.614,-685.0,-1977.0,-15.0,-711.5,-1747.5
3457,09:30:28.616,-498.5,-1844.0,-15.0,-862.5,-1713.5
3459,09:30:28.618,-373.0,-1802.5,-14.5,-985.0,-1684.5
3461,09:30:28.620,-248.0,-1822.5,-13.5,-1049.5,-1787.0
3463,09:30:28.622,-109.5,-1834.5,-12.5,-1091.0,-1951.0
3465,09:30:28.624,72.5,-1804.0,-10.5,-1119.5,-2102.0
3467,09:30:28.626,216.5,-1741.0,-8.5,-1174.5,-2104.0
3469,09:30:28.628,303.0,-1747.5,-7.0,-1276.0,-2051.0
3471,09:30:28.630,335.0,-1656.0,-7.0,-1377.0,-2052.5
3473,09:30:28.632,407.0,-1526.0,-8.0,-1431.0,-2077.5
3475,09:30:28.634,492.5,-1377.5,-9.5,-1387.0,-2096.0
3477,09:30:28.636,551.0,-1336.5,-10.0,-1343.0,-2115.0
3479,09:30:28.638,556.5,-1409.0,-10.5,-1333.5,-2168.5
3481,09:30:28.640,446.0,-1526.0,-11.5,-1366.5,-2131.5
3483,09:30:28.642,298.5,-1685.0,-12.5,-1423.0,-2063.5
3485,09:30:28.644,241.0,-1805.5,-13.5,-1616.0,-2029.0
3487,09:30:28.646,127.5,-1846.0,-13.5,-1869.0,-2129.5
